-BEGIN HEADER-
Dataset: NASA_Bawean_Hourly.csv
Stacking Metrics: MAE=0.205 RMSE=0.26 MAPE=7.06% R2=0.985
Forecast Summary:
Prediksi kecepatan angin untuk periode 01-01-2023 hingga 08-01-2023 menunjukkan rata-rata 1.86 m/s, termasuk kategori angin sepoi ringan (light breeze). Kecepatan tertinggi mencapai 7.43 m/s dan terendah 1.18 m/s, dengan standar deviasi 1.13 m/s. Angin cenderung paling kuat sekitar pukul 07:00 dan paling lemah sekitar pukul 06:00. Secara umum tren angin menurun menuju akhir periode. 

Model terbaik adalah XGB-LSTM Stacking dengan MAPE 7.06% dan RMSE 0.26. Tingkat akurasi model tergolong tinggi.

-END HEADER-

YEAR;MO;DY;HR;WS10M;XGB_Base;XGB_LSTM_Stacked
2014;1;12;19;4,37;4,213;3,833
2014;1;12;20;4,92;4,879;4,78
2014;1;12;21;5,41;5,345;5,302
2014;1;12;22;5,75;5,673;5,555
2014;1;12;23;6,02;6,0;6,006
2014;1;13;0;6,41;6,287;6,112
2014;1;13;1;6,87;6,729;6,618
2014;1;13;2;7,37;7,23;6,78
2014;1;13;3;7,73;7,568;7,369
2014;1;13;4;7,95;7,917;7,401
2014;1;13;5;8,23;8,089;7,667
2014;1;13;6;8,47;8,415;7,94
2014;1;13;7;8,58;8,386;8,315
2014;1;13;8;8,47;8,443;8,304
2014;1;13;9;8,21;8,189;8,16
2014;1;13;10;8,1;7,991;7,84
2014;1;13;11;8,16;7,951;7,7
2014;1;13;12;8,32;8,055;7,964
2014;1;13;13;8,45;8,233;8,104
2014;1;13;14;8,47;8,375;8,327
2014;1;13;15;8,37;8,311;8,253
2014;1;13;16;8,18;8,246;8,175
2014;1;13;17;8,04;7,924;7,915
2014;1;13;18;7,96;7,876;7,817
2014;1;13;19;7,89;7,838;7,819
2014;1;13;20;7,77;7,787;7,736
2014;1;13;21;7,64;7,64;7,61
2014;1;13;22;7,7;7,623;7,507
2014;1;13;23;7,82;7,691;7,557
2014;1;14;0;7,89;7,895;7,834
2014;1;14;1;7,8;7,832;7,938
2014;1;14;2;7,72;7,798;7,512
2014;1;14;3;7,52;7,614;7,513
2014;1;14;4;7,25;7,311;7,108
2014;1;14;5;6,82;6,946;6,812
2014;1;14;6;6,25;6,417;6,438
2014;1;14;7;5,65;5,754;5,753
2014;1;14;8;5,21;5,211;5,221
2014;1;14;9;5,09;5,004;4,864
2014;1;14;10;4,96;4,943;4,959
2014;1;14;11;4,91;4,88;5,011
2014;1;14;12;5,05;4,951;4,702
2014;1;14;13;5,29;5,222;5,131
2014;1;14;14;5,41;5,457;5,381
2014;1;14;15;5,42;5,514;5,512
2014;1;14;16;5,57;5,588;5,311
2014;1;14;17;5,84;5,765;5,512
2014;1;14;18;6,13;6,085;5,908
2014;1;14;19;6,17;6,262;6,122
2014;1;14;20;6,16;6,258;6,138
2014;1;14;21;6,66;6,451;5,936
2014;1;14;22;7,18;7,002;6,617
2014;1;14;23;7,63;7,553;7,491
2014;1;15;0;7,84;7,809;7,436
2014;1;15;1;7,87;7,894;7,925
2014;1;15;2;7,71;7,812;7,474
2014;1;15;3;7,46;7,603;7,5
2014;1;15;4;7,66;7,449;7,024
2014;1;15;5;8,65;8,196;7,366
2014;1;15;6;9,89;9,481;8,718
2014;1;15;7;10,41;10,195;10,02
2014;1;15;8;10,23;10,709;10,191
2014;1;15;9;10,11;10,531;9,453
2014;1;15;10;10,3;10,631;9,457
2014;1;15;11;10,75;10,699;9,942
2014;1;15;12;11,19;10,704;10,588
2014;1;15;13;11,45;10,734;11,21
2014;1;15;14;11,53;10,741;11,236
2014;1;15;15;11,5;10,719;11,392
2014;1;15;16;11,33;10,718;11,306
2014;1;15;17;11,18;10,693;11,133
2014;1;15;18;11,01;10,675;10,831
2014;1;15;19;10,72;10,632;10,861
2014;1;15;20;10,33;10,631;10,427
2014;1;15;21;9,99;10,606;10,072
2014;1;15;22;9,82;9,626;9,763
2014;1;15;23;9,96;9,695;9,593
2014;1;16;0;10,28;9,619;9,829
2014;1;16;1;10,55;10,658;10,389
2014;1;16;2;10,6;10,606;10,264
2014;1;16;3;10,57;10,472;10,712
2014;1;16;4;10,29;10,477;10,1
2014;1;16;5;9,9;10,633;10,306
2014;1;16;6;9,59;9,558;9,482
2014;1;16;7;9,27;9,597;9,35
2014;1;16;8;8,93;9,205;9,134
2014;1;16;9;8,67;8,861;8,496
2014;1;16;10;8,74;8,824;8,485
2014;1;16;11;9,03;8,928;8,411
2014;1;16;12;9,08;9,245;8,914
2014;1;16;13;9,08;9,107;8,941
2014;1;16;14;9,22;9,054;8,61
2014;1;16;15;9,57;9,442;9,102
2014;1;16;16;9,65;9,549;9,405
2014;1;16;17;9,43;9,777;9,602
2014;1;16;18;9,16;9,236;9,117
2014;1;16;19;8,95;9,235;8,885
2014;1;16;20;8,74;8,919;8,746
2014;1;16;21;8,32;8,541;8,497
2014;1;16;22;7,89;8,003;8,123
2014;1;16;23;7,92;7,931;7,541
2014;1;17;0;8,1;7,982;7,736
2014;1;17;1;8,16;8,196;8,31
2014;1;17;2;8,04;8,158;7,733
2014;1;17;3;7,92;8,093;7,958
2014;1;17;4;7,94;7,946;7,466
2014;1;17;5;8,21;8,145;7,685
2014;1;17;6;8,55;8,464;8,065
2014;1;17;7;8,57;8,539;8,42
2014;1;17;8;8,38;8,637;8,425
2014;1;17;9;8,26;8,333;8,01
2014;1;17;10;8,25;8,17;7,921
2014;1;17;11;8,38;8,216;8,04
2014;1;17;12;8,58;8,459;8,155
2014;1;17;13;8,76;8,599;8,469
2014;1;17;14;8,91;8,764;8,603
2014;1;17;15;9,11;8,956;8,699
2014;1;17;16;9,38;9,114;8,868
2014;1;17;17;9,44;9,422;9,245
2014;1;17;18;9,29;9,299;9,327
2014;1;17;19;8,8;9,209;8,915
2014;1;17;20;8,16;8,326;8,467
2014;1;17;21;7,69;7,785;7,604
2014;1;17;22;7,26;7,299;7,215
2014;1;17;23;6,84;6,927;6,94
2014;1;18;0;6,52;6,564;6,386
2014;1;18;1;6,22;6,26;6,44
2014;1;18;2;5,86;5,939;5,859
2014;1;18;3;5,58;5,655;5,755
2014;1;18;4;5,42;5,443;5,186
2014;1;18;5;5,25;5,304;5,308
2014;1;18;6;5,19;5,171;5,143
2014;1;18;7;5,44;5,363;5,0
2014;1;18;8;6,02;5,853;5,523
2014;1;18;9;6,59;6,494;6,303
2014;1;18;10;6,75;6,814;6,898
2014;1;18;11;6,79;6,937;6,782
2014;1;18;12;7,12;7,058;6,562
2014;1;18;13;7,41;7,372;7,02
2014;1;18;14;7,49;7,545;7,5
2014;1;18;15;7,5;7,597;7,171
2014;1;18;16;7,79;7,659;7,278
2014;1;18;17;8,17;8,071;7,567
2014;1;18;18;8,45;8,452;8,143
2014;1;18;19;8,72;8,563;8,245
2014;1;18;20;8,8;8,78;8,389
2014;1;18;21;8,74;8,635;8,655
2014;1;18;22;8,85;8,769;8,262
2014;1;18;23;9,05;8,802;8,569
2014;1;19;0;9,35;9,085;8,873
2014;1;19;1;9,69;9,378;9,211
2014;1;19;2;9,95;9,734;9,393
2014;1;19;3;10,12;9,554;9,983
2014;1;19;4;10,36;10,532;9,737
2014;1;19;5;10,56;10,507;10,113
2014;1;19;6;10,4;10,421;10,327
2014;1;19;7;10,11;10,441;10,072
2014;1;19;8;9,81;10,388;9,641
2014;1;19;9;9,63;9,524;9,581
2014;1;19;10;9,44;9,555;9,225
2014;1;19;11;9,22;9,135;9,29
2014;1;19;12;9,08;9,161;8,914
2014;1;19;13;9,15;8,912;8,871
2014;1;19;14;9,27;9,191;9,003
2014;1;19;15;9,26;9,314;9,252
2014;1;19;16;9,34;9,304;9,101
2014;1;19;17;9,56;9,249;9,118
2014;1;19;18;9,89;9,719;9,455
2014;1;19;19;10,05;9,778;9,778
2014;1;19;20;10,14;9,706;9,987
2014;1;19;21;10,19;10,71;9,893
2014;1;19;22;10,15;10,76;10,059
2014;1;19;23;9,93;10,794;9,9
2014;1;20;0;9,56;9,561;9,62
2014;1;20;1;9,25;9,57;9,355
2014;1;20;2;9,03;9,199;8,639
2014;1;20;3;8,92;8,897;8,977
2014;1;20;4;9,11;9,061;8,406
2014;1;20;5;9,37;9,193;8,942
2014;1;20;6;9,5;9,413;9,269
2014;1;20;7;9,57;9,331;9,169
2014;1;20;8;9,6;9,696;9,325
2014;1;20;9;9,66;9,708;9,339
2014;1;20;10;9,47;9,642;9,382
2014;1;20;11;9,09;9,183;9,363
2014;1;20;12;8,76;8,854;8,686
2014;1;20;13;8,52;8,694;8,543
2014;1;20;14;8,37;8,351;8,31
2014;1;20;15;8,31;8,263;8,203
2014;1;20;16;8,54;8,344;8,166
2014;1;20;17;9,02;8,832;8,371
2014;1;20;18;9,66;9,394;9,094
2014;1;20;19;10,51;10,115;9,6
2014;1;20;20;11,3;10,953;10,495
2014;1;20;21;11,85;10,96;11,349
2014;1;20;22;11,78;11,195;11,698
2014;1;20;23;11,7;11,362;11,749
2014;1;21;0;11,66;10,872;11,144
2014;1;21;1;11,43;10,912;11,758
2014;1;21;2;11,08;10,842;10,794
2014;1;21;3;10,47;10,615;10,956
2014;1;21;4;9,93;10,646;9,947
2014;1;21;5;9,82;10,195;9,539
2014;1;21;6;10,03;9,682;9,53
2014;1;21;7;10,27;9,812;9,853
2014;1;21;8;10,44;10,931;10,142
2014;1;21;9;10,68;10,996;10,185
2014;1;21;10;11,0;11,063;10,452
2014;1;21;11;11,43;11,089;10,909
2014;1;21;12;11,78;11,094;11,258
2014;1;21;13;12,04;11,131;11,801
2014;1;21;14;12,11;11,121;11,841
2014;1;21;15;11,98;11,101;11,999
2014;1;21;16;11,79;11,122;11,828
2014;1;21;17;11,58;11,077;11,509
2014;1;21;18;11,37;11,084;11,457
2014;1;21;19;11,29;11,068;11,096
2014;1;21;20;11,31;11,03;11,033
2014;1;21;21;11,46;11,118;11,221
2014;1;21;22;11,47;11,366;11,157
2014;1;21;23;11,34;11,152;11,389
2014;1;22;0;11,04;10,603;10,93
2014;1;22;1;10,64;10,591;10,904
2014;1;22;2;10,36;10,543;10,033
2014;1;22;3;10,01;10,528;10,239
2014;1;22;4;9,84;10,086;9,614
2014;1;22;5;9,94;9,516;9,513
2014;1;22;6;10,14;9,634;9,892
2014;1;22;7;10,37;10,72;9,984
2014;1;22;8;10,51;10,714;10,296
2014;1;22;9;10,72;10,737;10,414
2014;1;22;10;10,87;10,846;10,478
2014;1;22;11;10,97;10,872;10,843
2014;1;22;12;11,15;10,874;10,729
2014;1;22;13;11,23;10,838;10,923
2014;1;22;14;11,22;10,821;11,114
2014;1;22;15;10,94;10,819;10,893
2014;1;22;16;10,54;10,8;10,775
2014;1;22;17;10,18;10,8;10,109
2014;1;22;18;9,84;10,8;9,893
2014;1;22;19;9,63;9,72;9,556
2014;1;22;20;9,58;9,713;9,307
2014;1;22;21;9,59;9,685;9,445
2014;1;22;22;9,58;9,663;9,412
2014;1;22;23;9,66;9,699;9,336
2014;1;23;0;9,52;9,63;9,458
2014;1;23;1;9,15;9,199;9,525
2014;1;23;2;8,96;9,144;8,538
2014;1;23;3;8,98;9,004;8,867
2014;1;23;4;9,04;9,06;8,669
2014;1;23;5;9,11;9,063;8,917
2014;1;23;6;9,17;9,08;8,907
2014;1;23;7;9,19;9,087;8,894
2014;1;23;8;9,23;9,453;8,985
2014;1;23;9;9,21;9,421;8,927
2014;1;23;10;9,16;9,394;9,004
2014;1;23;11;9,21;9,337;8,884
2014;1;23;12;9,28;9,433;8,97
2014;1;23;13;9,25;9,348;9,138
2014;1;23;14;9,21;9,284;8,977
2014;1;23;15;9,17;9,282;8,921
2014;1;23;16;9,16;9,216;8,947
2014;1;23;17;9,19;9,233;8,867
2014;1;23;18;9,37;9,351;9,035
2014;1;23;19;9,72;9,336;9,13
2014;1;23;20;10,07;9,68;9,627
2014;1;23;21;10,19;9,633;9,984
2014;1;23;22;9,92;10,087;10,028
2014;1;23;23;9,74;9,7;9,725
2014;1;24;0;9,65;9,444;9,225
2014;1;24;1;9,62;9,557;9,675
2014;1;24;2;9,61;9,536;9,06
2014;1;24;3;9,46;9,536;9,611
2014;1;24;4;9,2;9,094;9,084
2014;1;24;5;8,83;8,854;8,896
2014;1;24;6;8,38;8,614;8,512
2014;1;24;7;7,95;8,034;7,928
2014;1;24;8;7,62;7,69;7,583
2014;1;24;9;7,37;7,434;7,287
2014;1;24;10;7,33;7,332;7,091
2014;1;24;11;7,38;7,313;7,087
2014;1;24;12;7,38;7,365;7,336
2014;1;24;13;7,34;7,377;7,191
2014;1;24;14;7,25;7,283;7,182
2014;1;24;15;7,06;7,172;7,081
2014;1;24;16;6,98;6,972;6,87
2014;1;24;17;7,01;6,945;6,701
2014;1;24;18;7,03;7,028;6,955
2014;1;24;19;7,03;7,043;6,882
2014;1;24;20;7,42;7,252;6,869
2014;1;24;21;7,96;7,816;7,303
2014;1;24;22;7,59;7,87;8,179
2014;1;24;23;7,21;7,453;7,475
2014;1;25;0;7,31;7,117;6,327
2014;1;25;1;7,11;7,083;7,567
2014;1;25;2;6,96;7,019;6,744
2014;1;25;3;6,93;6,864;6,53
2014;1;25;4;7,06;6,948;6,781
2014;1;25;5;7,22;7,174;6,717
2014;1;25;6;7,33;7,318;7,101
2014;1;25;7;7,4;7,418;7,079
2014;1;25;8;7,33;7,414;7,141
2014;1;25;9;7,39;7,423;7,141
2014;1;25;10;7,39;7,344;6,997
2014;1;25;11;7,4;7,423;7,377
2014;1;25;12;7,39;7,386;7,027
2014;1;25;13;7,23;7,318;7,232
2014;1;25;14;6,91;7,007;6,997
2014;1;25;15;6,58;6,637;6,552
2014;1;25;16;6,33;6,343;6,275
2014;1;25;17;6,13;6,142;6,031
2014;1;25;18;6,01;6,021;5,972
2014;1;25;19;6,15;6,062;5,79
2014;1;25;20;6,44;6,338;6,093
2014;1;25;21;6,71;6,652;6,495
2014;1;25;22;6,66;6,799;6,689
2014;1;25;23;6,52;6,672;6,554
2014;1;26;0;6,43;6,452;6,218
2014;1;26;1;6,35;6,326;6,4
2014;1;26;2;6,13;6,162;5,972
2014;1;26;3;6,02;6,01;6,123
2014;1;26;4;6,29;6,101;5,605
2014;1;26;5;6,63;6,467;6,292
2014;1;26;6;6,7;6,776;6,712
2014;1;26;7;6,64;6,741;6,581
2014;1;26;8;6,54;6,591;6,279
2014;1;26;9;6,38;6,404;6,396
2014;1;26;10;6,17;6,203;6,056
2014;1;26;11;5,97;5,974;5,989
2014;1;26;12;5,92;5,891;5,687
2014;1;26;13;6,02;5,97;5,714
2014;1;26;14;6,26;6,191;5,929
2014;1;26;15;6,63;6,533;6,224
2014;1;26;16;7,01;6,935;6,622
2014;1;26;17;7,19;7,232;7,11
2014;1;26;18;7,02;7,194;7,125
2014;1;26;19;7,0;7,062;6,812
2014;1;26;20;7,31;7,136;6,607
2014;1;26;21;7,29;7,271;7,393
2014;1;26;22;7,13;7,251;7,243
2014;1;26;23;7,05;7,064;6,675
2014;1;27;0;6,96;6,921;6,923
2014;1;27;1;6,83;6,837;6,862
2014;1;27;2;6,61;6,68;6,381
2014;1;27;3;6,27;6,363;6,531
2014;1;27;4;6,04;6,046;5,795
2014;1;27;5;5,96;5,937;5,747
2014;1;27;6;5,68;5,754;5,756
2014;1;27;7;5,55;5,591;5,493
2014;1;27;8;5,75;5,613;5,129
2014;1;27;9;6,06;5,943;5,867
2014;1;27;10;6,29;6,278;6,173
2014;1;27;11;6,47;6,517;6,341
2014;1;27;12;6,75;6,718;6,484
2014;1;27;13;7,08;7,011;6,729
2014;1;27;14;7,32;7,3;7,135
2014;1;27;15;7,43;7,433;7,262
2014;1;27;16;7,56;7,534;7,262
2014;1;27;17;7,64;7,596;7,379
2014;1;27;18;7,6;7,603;7,515
2014;1;27;19;7,4;7,439;7,311
2014;1;27;20;7,17;7,233;7,183
2014;1;27;21;7,05;7,019;6,755
2014;1;27;22;7,3;7,09;6,846
2014;1;27;23;7,75;7,551;7,078
2014;1;28;0;8,11;8,018;7,817
2014;1;28;1;8,29;8,282;8,133
2014;1;28;2;8,45;8,408;7,865
2014;1;28;3;8,5;8,444;8,29
2014;1;28;4;8,12;8,34;8,124
2014;1;28;5;7,49;7,783;7,827
2014;1;28;6;7,13;7,153;6,966
2014;1;28;7;6,97;6,882;6,672
2014;1;28;8;6,77;6,796;6,995
2014;1;28;9;6,54;6,583;6,514
2014;1;28;10;6,49;6,444;6,322
2014;1;28;11;6,63;6,493;6,275
2014;1;28;12;6,92;6,852;6,636
2014;1;28;13;7,29;7,21;6,942
2014;1;28;14;7,7;7,631;7,306
2014;1;28;15;8,03;7,951;7,749
2014;1;28;16;8,19;8,197;7,894
2014;1;28;17;8,11;8,149;8,051
2014;1;28;18;7,86;8,016;7,784
2014;1;28;19;7,57;7,67;7,555
2014;1;28;20;7,37;7,369;7,214
2014;1;28;21;7,33;7,313;7,092
2014;1;28;22;7,37;7,282;7,146
2014;1;28;23;7,38;7,342;7,22
2014;1;29;0;7,25;7,355;7,228
2014;1;29;1;7,18;7,197;7,093
2014;1;29;2;7,4;7,224;6,741
2014;1;29;3;7,51;7,426;7,405
2014;1;29;4;7,39;7,506;7,349
2014;1;29;5;7,23;7,326;7,071
2014;1;29;6;7,07;7,082;6,899
2014;1;29;7;6,96;6,939;6,849
2014;1;29;8;7,1;6,987;6,665
2014;1;29;9;7,73;7,497;6,961
2014;1;29;10;8,52;8,331;7,766
2014;1;29;11;8,92;8,905;8,766
2014;1;29;12;9,09;9,209;8,913
2014;1;29;13;9,43;9,177;8,768
2014;1;29;14;9,73;9,401;9,286
2014;1;29;15;10,01;9,738;9,76
2014;1;29;16;9,84;9,559;9,711
2014;1;29;17;9,4;9,455;9,82
2014;1;29;18;9,21;9,094;8,762
2014;1;29;19;9,26;9,124;8,84
2014;1;29;20;8,92;8,966;9,149
2014;1;29;21;8,62;8,596;8,699
2014;1;29;22;8,41;8,456;8,014
2014;1;29;23;8,22;8,153;8,35
2014;1;30;0;8,12;8,082;7,755
2014;1;30;1;8,02;8,041;8,04
2014;1;30;2;8,0;7,989;7,71
2014;1;30;3;8,14;8,03;7,863
2014;1;30;4;8,5;8,193;7,897
2014;1;30;5;8,85;8,731;8,416
2014;1;30;6;8,95;9,073;8,768
2014;1;30;7;8,93;8,871;8,754
2014;1;30;8;8,84;8,792;8,618
2014;1;30;9;8,54;8,808;8,64
2014;1;30;10;8,32;8,385;8,252
2014;1;30;11;8,38;8,247;7,977
2014;1;30;12;8,46;8,401;8,239
2014;1;30;13;8,4;8,407;8,401
2014;1;30;14;8,46;8,349;8,119
2014;1;30;15;8,67;8,522;8,191
2014;1;30;16;8,74;8,758;8,532
2014;1;30;17;8,78;8,71;8,516
2014;1;30;18;8,87;8,892;8,469
2014;1;30;19;8,87;8,856;8,655
2014;1;30;20;8,79;8,829;8,645
2014;1;30;21;8,59;8,58;8,401
2014;1;30;22;8,31;8,344;8,322
2014;1;30;23;8,2;8,192;7,884
2014;1;31;0;8,19;8,165;7,847
2014;1;31;1;8,31;8,258;8,142
2014;1;31;2;8,44;8,301;7,86
2014;1;31;3;8,57;8,463;8,51
2014;1;31;4;8,64;8,596;8,267
2014;1;31;5;8,57;8,521;8,504
2014;1;31;6;8,5;8,448;8,319
2014;1;31;7;8,45;8,476;8,14
2014;1;31;8;8,7;8,542;8,329
2014;1;31;9;9,36;9,05;8,404
2014;1;31;10;10,04;9,784;9,339
2014;1;31;11;10,54;10,005;10,086
2014;1;31;12;10,91;10,697;10,318
2014;1;31;13;11,1;10,698;10,751
2014;1;31;14;11,09;10,701;10,883
2014;1;31;15;10,86;10,699;10,807
2014;1;31;16;10,65;10,681;10,504
2014;1;31;17;10,51;10,681;10,255
2014;1;31;18;10,28;10,681;10,255
2014;1;31;19;10,0;10,692;9,977
2014;1;31;20;9,82;9,623;9,566
2014;1;31;21;9,77;9,62;9,523
2014;1;31;22;9,52;9,609;9,447
2014;1;31;23;9,15;9,229;9,369
2014;2;1;0;8,97;9,14;8,674
2014;2;1;1;8,96;9,018;8,894
2014;2;1;2;8,96;9,033;8,547
2014;2;1;3;8,7;8,759;8,969
2014;2;1;4;8,53;8,496;8,273
2014;2;1;5;8,56;8,367;8,117
2014;2;1;6;8,55;8,515;8,383
2014;2;1;7;8,58;8,56;8,352
2014;2;1;8;8,76;8,808;8,334
2014;2;1;9;9,03;9,066;8,64
2014;2;1;10;9,31;9,306;8,976
2014;2;1;11;9,49;9,552;9,149
2014;2;1;12;9,58;9,334;9,41
2014;2;1;13;9,67;9,794;9,299
2014;2;1;14;9,87;9,732;9,428
2014;2;1;15;10,08;9,668;9,623
2014;2;1;16;10,26;10,164;9,907
2014;2;1;17;10,31;10,273;10,001
2014;2;1;18;10,23;10,289;10,148
2014;2;1;19;10,17;10,322;9,897
2014;2;1;20;10,19;10,317;9,869
2014;2;1;21;10,22;10,359;9,927
2014;2;1;22;10,02;10,528;9,981
2014;2;1;23;9,72;9,714;9,761
2014;2;2;0;9,53;9,416;9,294
2014;2;2;1;9,33;9,495;9,374
2014;2;2;2;9,0;9,116;8,916
2014;2;2;3;8,61;8,764;8,875
2014;2;2;4;8,5;8,438;8,157
2014;2;2;5;8,57;8,39;8,32
2014;2;2;6;8,62;8,529;8,553
2014;2;2;7;8,65;8,774;8,445
2014;2;2;8;8,81;8,737;8,388
2014;2;2;9;9,3;8,929;8,46
2014;2;2;10;9,9;9,581;9,131
2014;2;2;11;10,3;9,904;10,05
2014;2;2;12;10,46;10,61;10,259
2014;2;2;13;10,43;10,764;10,292
2014;2;2;14;10,36;10,83;10,14
2014;2;2;15;10,28;10,83;10,022
2014;2;2;16;10,18;10,734;9,936
2014;2;2;17;10,03;10,557;9,905
2014;2;2;18;9,82;9,738;9,681
2014;2;2;19;9,57;9,726;9,539
2014;2;2;20;9,4;9,73;9,171
2014;2;2;21;9,34;9,182;9,064
2014;2;2;22;9,21;9,188;9,057
2014;2;2;23;8,93;8,99;8,963
2014;2;3;0;8,52;8,619;8,571
2014;2;3;1;8,08;8,288;8,286
2014;2;3;2;7,75;7,876;7,516
2014;2;3;3;7,59;7,624;7,578
2014;2;3;4;7,57;7,497;7,258
2014;2;3;5;7,43;7,459;7,457
2014;2;3;6;7,18;7,282;7,311
2014;2;3;7;7,0;7,044;6,856
2014;2;3;8;7,03;7,006;6,744
2014;2;3;9;7,19;7,113;6,834
2014;2;3;10;7,39;7,331;7,102
2014;2;3;11;7,54;7,59;7,214
2014;2;3;12;7,57;7,626;7,412
2014;2;3;13;7,51;7,582;7,325
2014;2;3;14;7,44;7,448;7,259
2014;2;3;15;7,43;7,379;7,176
2014;2;3;16;7,44;7,402;7,171
2014;2;3;17;7,43;7,414;7,263
2014;2;3;18;7,37;7,338;7,201
2014;2;3;19;7,3;7,292;7,106
2014;2;3;20;7,18;7,188;7,036
2014;2;3;21;7,05;7,098;6,875
2014;2;3;22;6,91;6,937;6,727
2014;2;3;23;6,9;6,885;6,618
2014;2;4;0;7,04;6,96;6,577
2014;2;4;1;7,01;7,027;6,96
2014;2;4;2;6,77;6,92;6,703
2014;2;4;3;6,41;6,499;6,454
2014;2;4;4;6,05;6,074;5,995
2014;2;4;5;5,79;5,801;5,629
2014;2;4;6;5,95;5,79;5,444
2014;2;4;7;6,46;6,247;5,602
2014;2;4;8;6,77;6,726;6,579
2014;2;4;9;6,82;6,941;6,865
2014;2;4;10;6,79;6,898;6,556
2014;2;4;11;6,61;6,712;6,533
2014;2;4;12;6,22;6,378;6,367
2014;2;4;13;5,9;5,946;5,851
2014;2;4;14;5,81;5,774;5,545
2014;2;4;15;6,14;5,98;5,637
2014;2;4;16;6,61;6,481;6,124
2014;2;4;17;6,78;6,816;6,889
2014;2;4;18;6,73;6,877;6,849
2014;2;4;19;6,67;6,702;6,42
2014;2;4;20;6,56;6,596;6,45
2014;2;4;21;5,95;6,231;6,32
2014;2;4;22;5,05;5,353;5,589
2014;2;4;23;4,7;4,686;4,34
2014;2;5;0;4,76;4,65;4,258
2014;2;5;1;4,89;4,827;5,002
2014;2;5;2;4,9;4,939;4,883
2014;2;5;3;4,76;4,858;5,029
2014;2;5;4;4,57;4,629;4,623
2014;2;5;5;4,36;4,433;4,465
2014;2;5;6;4,23;4,229;4,217
2014;2;5;7;4,16;4,168;4,15
2014;2;5;8;4,18;4,207;4,107
2014;2;5;9;4,23;4,256;4,166
2014;2;5;10;4,38;4,337;4,258
2014;2;5;11;4,57;4,603;4,393
2014;2;5;12;4,74;4,756;4,661
2014;2;5;13;4,88;4,916;4,827
2014;2;5;14;5,08;5,035;4,939
2014;2;5;15;5,24;5,255;5,119
2014;2;5;16;5,15;5,281;5,318
2014;2;5;17;4,86;4,998;5,145
2014;2;5;18;4,58;4,636;4,625
2014;2;5;19;4,4;4,398;4,378
2014;2;5;20;4,25;4,241;4,181
2014;2;5;21;4,09;4,101;4,15
2014;2;5;22;4,01;3,988;3,906
2014;2;5;23;4,05;4,053;3,934
2014;2;6;0;4,14;4,118;4,001
2014;2;6;1;4,02;4,093;4,267
2014;2;6;2;3,75;3,912;3,851
2014;2;6;3;3,61;3,608;3,557
2014;2;6;4;3,54;3,505;3,279
2014;2;6;5;3,4;3,413;3,497
2014;2;6;6;3,32;3,346;3,252
2014;2;6;7;3,64;3,477;3,212
2014;2;6;8;4,3;4,089;3,595
2014;2;6;9;4,83;4,705;4,71
2014;2;6;10;4,93;5,044;5,204
2014;2;6;11;4,95;5,056;5,029
2014;2;6;12;5,09;5,066;4,726
2014;2;6;13;5,24;5,201;5,156
2014;2;6;14;5,33;5,32;5,315
2014;2;6;15;5,27;5,314;5,377
2014;2;6;16;5,19;5,231;5,276
2014;2;6;17;5,0;5,036;5,08
2014;2;6;18;4,66;4,737;5,008
2014;2;6;19;4,39;4,421;4,472
2014;2;6;20;4,31;4,261;4,17
2014;2;6;21;4,42;4,333;4,241
2014;2;6;22;4,68;4,632;4,419
2014;2;6;23;5,05;4,987;4,757
2014;2;7;0;5,32;5,313;5,084
2014;2;7;1;5,38;5,458;5,522
2014;2;7;2;5,38;5,407;5,102
2014;2;7;3;5,38;5,362;5,249
2014;2;7;4;5,4;5,397;5,222
2014;2;7;5;5,42;5,398;5,302
2014;2;7;6;5,36;5,387;5,291
2014;2;7;7;5,21;5,226;5,29
2014;2;7;8;4,87;4,931;5,035
2014;2;7;9;4,61;4,639;4,718
2014;2;7;10;4,66;4,589;4,258
2014;2;7;11;5,02;4,849;4,623
2014;2;7;12;5,5;5,404;5,165
2014;2;7;13;5,97;5,899;5,713
2014;2;7;14;6,36;6,298;6,014
2014;2;7;15;6,57;6,579;6,409
2014;2;7;16;6,5;6,61;6,491
2014;2;7;17;6,29;6,405;6,362
2014;2;7;18;6,26;6,197;6,003
2014;2;7;19;6,29;6,186;6,1
2014;2;7;20;6,28;6,284;6,338
2014;2;7;21;6,4;6,363;6,22
2014;2;7;22;6,57;6,536;6,291
2014;2;7;23;6,71;6,691;6,631
2014;2;8;0;6,77;6,794;6,56
2014;2;8;1;6,82;6,843;6,756
2014;2;8;2;6,64;6,702;6,39
2014;2;8;3;5,79;6,078;6,497
2014;2;8;4;4,72;4,97;5,225
2014;2;8;5;4,56;4,384;3,893
2014;2;8;6;5,0;4,697;4,04
2014;2;8;7;5,28;5,194;5,4
2014;2;8;8;5,37;5,473;5,419
2014;2;8;9;5,55;5,571;5,303
2014;2;8;10;5,77;5,757;5,424
2014;2;8;11;6,14;6,06;5,881
2014;2;8;12;6,65;6,523;6,063
2014;2;8;13;6,86;6,9;6,831
2014;2;8;14;6,83;6,948;6,938
2014;2;8;15;6,83;6,849;6,602
2014;2;8;16;6,76;6,76;6,591
2014;2;8;17;6,6;6,602;6,685
