-BEGIN HEADER-
Dataset: NASA_Bawean_Hourly.csv
Stacking Metrics: MAE=0.205 RMSE=0.26 MAPE=7.06% R2=0.985
Forecast Summary:
Prediksi kecepatan angin untuk periode 01-01-2023 hingga 08-01-2023 menunjukkan rata-rata 1.86 m/s, termasuk kategori angin sepoi ringan (light breeze). Kecepatan tertinggi mencapai 7.43 m/s dan terendah 1.18 m/s, dengan standar deviasi 1.13 m/s. Angin cenderung paling kuat sekitar pukul 07:00 dan paling lemah sekitar pukul 06:00. Secara umum tren angin menurun menuju akhir periode. 

Model terbaik adalah XGB-LSTM Stacking dengan MAPE 7.06% dan RMSE 0.26. Tingkat akurasi model tergolong tinggi.

-END HEADER-

YEAR;MO;DY;HR;WS10M;XGB_Base;XGB_LSTM_Stacked
2013;1;29;6;6,33;6,345;6,169
2013;1;29;7;6,24;6,257;6,108
2013;1;29;8;6,04;6,1;6,088
2013;1;29;9;5,83;5,877;5,91
2013;1;29;10;5,62;5,664;5,578
2013;1;29;11;5,61;5,605;5,558
2013;1;29;12;5,77;5,703;5,442
2013;1;29;13;5,9;5,872;5,874
2013;1;29;14;5,88;5,941;5,941
2013;1;29;15;5,72;5,816;5,783
2013;1;29;16;5,48;5,581;5,577
2013;1;29;17;5,27;5,321;5,285
2013;1;29;18;5,02;5,092;5,18
2013;1;29;19;4,87;4,871;4,882
2013;1;29;20;4,84;4,864;4,737
2013;1;29;21;4,83;4,829;4,835
2013;1;29;22;4,87;4,879;4,829
2013;1;29;23;4,97;4,994;4,779
2013;1;30;0;5,01;5,049;4,943
2013;1;30;1;4,96;5,033;5,002
2013;1;30;2;4,85;4,947;4,567
2013;1;30;3;4,65;4,682;4,68
2013;1;30;4;4,35;4,407;4,307
2013;1;30;5;4,03;4,094;4,062
2013;1;30;6;3,71;3,738;3,725
2013;1;30;7;3,6;3,551;3,52
2013;1;30;8;3,8;3,709;3,425
2013;1;30;9;4,27;4,133;3,985
2013;1;30;10;4,75;4,676;4,481
2013;1;30;11;5,14;5,131;5,079
2013;1;30;12;5,55;5,496;5,275
2013;1;30;13;5,85;5,832;5,634
2013;1;30;14;6,05;6,072;5,934
2013;1;30;15;6,12;6,146;5,893
2013;1;30;16;6,12;6,154;6,008
2013;1;30;17;6,04;6,059;5,908
2013;1;30;18;5,84;5,877;5,903
2013;1;30;19;5,61;5,65;5,592
2013;1;30;20;5,44;5,446;5,393
2013;1;30;21;5,33;5,321;5,259
2013;1;30;22;5,44;5,336;5,217
2013;1;30;23;5,7;5,588;5,344
2013;1;31;0;5,99;5,925;5,786
2013;1;31;1;6,4;6,296;6,073
2013;1;31;2;6,79;6,719;6,292
2013;1;31;3;7,0;6,935;6,948
2013;1;31;4;7,17;7,143;6,796
2013;1;31;5;7,12;7,111;6,877
2013;1;31;6;6,89;6,925;6,878
2013;1;31;7;6,64;6,662;6,468
2013;1;31;8;6,4;6,352;6,279
2013;1;31;9;6,1;6,084;6,242
2013;1;31;10;5,49;5,632;5,828
2013;1;31;11;4,75;4,863;5,309
2013;1;31;12;4,42;4,383;4,297
2013;1;31;13;4,51;4,395;4,207
2013;1;31;14;4,77;4,657;4,746
2013;1;31;15;4,91;4,977;4,917
2013;1;31;16;4,9;5,037;5,008
2013;1;31;17;4,77;4,915;4,798
2013;1;31;18;4,54;4,638;4,639
2013;1;31;19;4,35;4,393;4,356
2013;1;31;20;4,23;4,257;4,216
2013;1;31;21;4,1;4,134;4,215
2013;1;31;22;4,1;4,105;4,132
2013;1;31;23;4,18;4,171;4,087
2013;2;1;0;4,26;4,264;4,325
2013;2;1;1;4,35;4,327;4,344
2013;2;1;2;4,43;4,442;4,373
2013;2;1;3;4,5;4,528;4,34
2013;2;1;4;4,56;4,524;4,454
2013;2;1;5;4,62;4,625;4,382
2013;2;1;6;4,76;4,707;4,528
2013;2;1;7;4,89;4,893;4,627
2013;2;1;8;5,02;5,043;4,827
2013;2;1;9;5,18;5,181;4,948
2013;2;1;10;5,25;5,291;5,079
2013;2;1;11;5,24;5,308;5,197
2013;2;1;12;5,28;5,314;5,106
2013;2;1;13;5,36;5,389;5,15
2013;2;1;14;5,47;5,466;5,322
2013;2;1;15;5,57;5,567;5,424
2013;2;1;16;5,49;5,573;5,514
2013;2;1;17;5,26;5,395;5,409
2013;2;1;18;5,03;5,051;5,033
2013;2;1;19;4,75;4,815;4,781
2013;2;1;20;4,56;4,553;4,602
2013;2;1;21;4,37;4,415;4,328
2013;2;1;22;4,05;4,154;4,304
2013;2;1;23;3,67;3,782;3,867
2013;2;2;0;3,36;3,379;3,43
2013;2;2;1;3,2;3,184;3,221
2013;2;2;2;3,22;3,168;2,945
2013;2;2;3;3,32;3,243;3,216
2013;2;2;4;3,53;3,486;3,341
2013;2;2;5;3,42;3,538;3,527
2013;2;2;6;2,81;3,024;3,507
2013;2;2;7;2,17;2,302;2,522
2013;2;2;8;1,17;1,341;1,641
2013;2;2;9;0,69;0,735;1,059
2013;2;2;10;1,28;1,223;0,52
2013;2;2;11;1,7;1,742;1,502
2013;2;2;12;1,91;2,032;2,412
2013;2;2;13;2,08;2,187;1,97
2013;2;2;14;2,05;2,132;2,086
2013;2;2;15;1,89;1,992;2,115
2013;2;2;16;1,58;1,666;1,79
2013;2;2;17;1,13;1,191;1,5
2013;2;2;18;0,96;0,999;1,004
2013;2;2;19;1,03;1,023;0,897
2013;2;2;20;1,25;1,141;0,896
2013;2;2;21;1,39;1,418;1,433
2013;2;2;22;1,45;1,441;1,416
2013;2;2;23;1,35;1,431;1,456
2013;2;3;0;1,23;1,267;1,213
2013;2;3;1;1,29;1,212;1,213
2013;2;3;2;1,49;1,386;1,074
2013;2;3;3;1,87;1,786;1,548
2013;2;3;4;2,25;2,213;1,949
2013;2;3;5;2,47;2,457;2,498
2013;2;3;6;2,6;2,657;2,656
2013;2;3;7;2,76;2,775;2,662
2013;2;3;8;2,95;2,897;2,759
2013;2;3;9;3,3;3,187;3,11
2013;2;3;10;3,84;3,67;3,422
2013;2;3;11;4,19;4,141;4,081
2013;2;3;12;3,63;3,953;4,522
2013;2;3;13;2,82;2,988;3,742
2013;2;3;14;2,72;2,594;2,146
2013;2;3;15;3,25;2,977;2,451
2013;2;3;16;3,72;3,671;3,604
2013;2;3;17;3,82;3,917;4,279
2013;2;3;18;3,77;3,905;4,008
2013;2;3;19;3,77;3,761;3,633
2013;2;3;20;3,91;3,777;3,722
2013;2;3;21;4,08;4,032;3,972
2013;2;3;22;4,17;4,154;4,197
2013;2;3;23;4,15;4,175;4,273
2013;2;4;0;4,09;4,116;4,092
2013;2;4;1;4,08;4,092;4,101
2013;2;4;2;4,11;4,092;3,931
2013;2;4;3;4,07;4,107;4,134
2013;2;4;4;3,93;4,001;4,083
2013;2;4;5;3,62;3,7;3,834
2013;2;4;6;3,33;3,391;3,504
2013;2;4;7;3,12;3,133;3,104
2013;2;4;8;3,0;2,987;3,023
2013;2;4;9;2,81;2,823;2,983
2013;2;4;10;2,8;2,779;2,792
2013;2;4;11;2,93;2,865;2,694
2013;2;4;12;3,01;3,029;3,025
2013;2;4;13;2,96;3,028;3,01
2013;2;4;14;2,8;2,872;2,978
2013;2;4;15;2,64;2,671;2,663
2013;2;4;16;2,4;2,484;2,513
2013;2;4;17;2,15;2,195;2,306
2013;2;4;18;2,12;2,093;1,999
2013;2;4;19;2,3;2,214;1,993
2013;2;4;20;2,5;2,478;2,38
2013;2;4;21;2,77;2,707;2,663
2013;2;4;22;2,9;2,913;2,782
2013;2;4;23;2,9;2,933;3,03
2013;2;5;0;2,86;2,853;2,753
2013;2;5;1;2,84;2,828;2,874
2013;2;5;2;2,94;2,879;2,637
2013;2;5;3;2,96;2,989;2,924
2013;2;5;4;2,83;2,946;2,975
2013;2;5;5;2,7;2,756;2,758
2013;2;5;6;2,46;2,513;2,538
2013;2;5;7;2,08;2,161;2,431
2013;2;5;8;1,68;1,702;1,898
2013;2;5;9;1,28;1,304;1,521
2013;2;5;10;1,23;1,173;1,201
2013;2;5;11;1,36;1,283;1,137
2013;2;5;12;1,47;1,494;1,417
2013;2;5;13;1,52;1,551;1,574
2013;2;5;14;1,46;1,529;1,53
2013;2;5;15;1,25;1,344;1,446
2013;2;5;16;1,01;1,079;1,152
2013;2;5;17;0,87;0,891;0,931
2013;2;5;18;0,95;0,951;0,863
2013;2;5;19;0,82;0,845;1,014
2013;2;5;20;0,79;0,791;0,978
2013;2;5;21;1,23;1,147;0,791
2013;2;5;22;1,61;1,569;1,284
2013;2;5;23;1,95;1,963;2,068
2013;2;6;0;2,25;2,251;2,172
2013;2;6;1;2,34;2,408;2,548
2013;2;6;2;2,24;2,328;2,41
2013;2;6;3;2,09;2,133;2,299
2013;2;6;4;1,84;1,892;1,984
2013;2;6;5;1,7;1,658;1,78
2013;2;6;6;1,63;1,55;1,547
2013;2;6;7;1,64;1,636;1,605
2013;2;6;8;1,93;1,842;1,57
2013;2;6;9;2,37;2,265;2,008
2013;2;6;10;2,62;2,65;2,61
2013;2;6;11;2,67;2,764;2,933
2013;2;6;12;2,62;2,66;2,658
2013;2;6;13;2,5;2,554;2,573
2013;2;6;14;2,41;2,388;2,453
2013;2;6;15;2,44;2,408;2,359
2013;2;6;16;2,74;2,613;2,417
2013;2;6;17;3,2;3,068;2,828
2013;2;6;18;3,41;3,425;3,476
2013;2;6;19;3,47;3,513;3,708
2013;2;6;20;3,44;3,51;3,376
2013;2;6;21;3,52;3,47;3,423
2013;2;6;22;3,77;3,681;3,459
2013;2;6;23;4,04;3,987;3,908
2013;2;7;0;4,11;4,15;4,235
2013;2;7;1;4,01;4,096;4,311
2013;2;7;2;3,71;3,823;3,728
2013;2;7;3;3,3;3,38;3,586
2013;2;7;4;2,72;2,837;2,968
2013;2;7;5;2,1;2,217;2,44
2013;2;7;6;1,6;1,598;1,709
2013;2;7;7;1,34;1,293;1,268
2013;2;7;8;1,33;1,292;1,215
2013;2;7;9;1,41;1,386;1,344
2013;2;7;10;1,52;1,502;1,434
2013;2;7;11;1,7;1,745;1,585
2013;2;7;12;1,8;1,848;1,729
2013;2;7;13;1,83;1,907;1,891
2013;2;7;14;1,81;1,851;1,793
2013;2;7;15;1,77;1,798;1,784
2013;2;7;16;1,77;1,757;1,712
2013;2;7;17;1,83;1,78;1,742
2013;2;7;18;1,91;1,898;1,842
2013;2;7;19;2,08;2,06;1,992
2013;2;7;20;2,25;2,243;2,121
2013;2;7;21;2,39;2,417;2,426
2013;2;7;22;2,52;2,534;2,438
2013;2;7;23;2,56;2,583;2,619
2013;2;8;0;2,45;2,498;2,567
2013;2;8;1;2,25;2,295;2,56
2013;2;8;2;2,04;2,054;1,936
2013;2;8;3;1,86;1,841;1,961
2013;2;8;4;1,67;1,661;1,667
2013;2;8;5;1,54;1,54;1,621
2013;2;8;6;1,56;1,516;1,397
2013;2;8;7;1,66;1,628;1,565
2013;2;8;8;1,75;1,769;1,685
2013;2;8;9;1,72;1,747;1,891
2013;2;8;10;1,53;1,619;1,74
2013;2;8;11;1,28;1,308;1,532
2013;2;8;12;1,03;1,018;1,134
2013;2;8;13;0,96;0,941;1,012
2013;2;8;14;1,19;1,101;0,962
2013;2;8;15;1,43;1,408;1,206
2013;2;8;16;1,54;1,631;1,59
2013;2;8;17;1,5;1,548;1,583
2013;2;8;18;1,46;1,5;1,428
2013;2;8;19;1,57;1,497;1,337
2013;2;8;20;1,79;1,722;1,497
2013;2;8;21;1,82;1,882;1,916
2013;2;8;22;1,71;1,802;1,94
2013;2;8;23;1,74;1,668;1,612
2013;2;9;0;1,74;1,741;1,605
2013;2;9;1;1,59;1,682;1,843
2013;2;9;2;1,37;1,403;1,368
2013;2;9;3;1,32;1,32;1,227
2013;2;9;4;1,13;1,186;1,111
2013;2;9;5;0,81;0,908;1,18
2013;2;9;6;0,81;0,741;0,821
2013;2;9;7;1,15;1,025;0,777
2013;2;9;8;1,43;1,459;1,223
2013;2;9;9;1,42;1,47;1,712
2013;2;9;10;1,17;1,238;1,557
2013;2;9;11;0,8;0,894;1,074
2013;2;9;12;0,41;0,486;0,75
2013;2;9;13;0,26;0,305;0,505
2013;2;9;14;0,54;0,404;0,39
2013;2;9;15;0,87;0,909;0,676
2013;2;9;16;1,16;1,193;1,148
2013;2;9;17;1,45;1,424;1,282
2013;2;9;18;1,91;1,842;1,487
2013;2;9;19;2,58;2,422;1,983
2013;2;9;20;3,29;3,136;2,884
2013;2;9;21;3,59;3,571;3,678
2013;2;9;22;3,01;3,3;3,931
2013;2;9;23;1,65;1,911;2,851
2013;2;10;0;1,69;1,528;0,883
2013;2;10;1;2,36;2,06;1,049
2013;2;10;2;2,52;2,54;3,073
2013;2;10;3;2,42;2,473;3,073
2013;2;10;4;2,02;2,127;2,364
2013;2;10;5;1,44;1,473;1,794
2013;2;10;6;0,9;0,951;1,159
2013;2;10;7;0,53;0,553;0,771
2013;2;10;8;0,38;0,339;0,586
2013;2;10;9;0,28;0,294;0,582
2013;2;10;10;0,09;0,307;0,552
2013;2;10;11;0,18;0,398;0,374
2013;2;10;12;0,3;0,394;0,299
2013;2;10;13;0,36;0,394;0,602
2013;2;10;14;0,39;0,477;0,636
2013;2;10;15;0,54;0,595;0,623
2013;2;10;16;0,85;0,775;0,664
2013;2;10;17;1,26;1,186;0,97
2013;2;10;18;1,68;1,578;1,434
2013;2;10;19;2,05;2,04;1,97
2013;2;10;20;2,42;2,333;2,352
2013;2;10;21;2,83;2,696;2,651
2013;2;10;22;3,27;3,115;3,049
2013;2;10;23;3,61;3,537;3,527
2013;2;11;0;3,67;3,636;3,85
2013;2;11;1;3,45;3,499;3,96
2013;2;11;2;2,93;3,02;3,363
2013;2;11;3;2,24;2,317;2,724
2013;2;11;4;1,66;1,703;1,919
2013;2;11;5;1,5;1,42;1,303
2013;2;11;6;1,68;1,514;1,396
2013;2;11;7;1,79;1,801;1,819
2013;2;11;8;1,74;1,797;2,097
2013;2;11;9;1,63;1,649;1,87
2013;2;11;10;1,7;1,66;1,588
2013;2;11;11;1,77;1,748;1,69
2013;2;11;12;1,73;1,785;1,942
2013;2;11;13;1,64;1,678;1,87
2013;2;11;14;1,61;1,636;1,661
2013;2;11;15;1,62;1,616;1,653
2013;2;11;16;1,58;1,594;1,725
2013;2;11;17;1,44;1,524;1,607
2013;2;11;18;1,28;1,325;1,531
2013;2;11;19;1,17;1,15;1,208
2013;2;11;20;1,14;1,165;1,119
2013;2;11;21;1,13;1,186;1,124
2013;2;11;22;1,05;1,098;1,144
2013;2;11;23;0,9;0,944;1,058
2013;2;12;0;1,09;1,027;0,866
2013;2;12;1;1,84;1,69;1,074
2013;2;12;2;2,47;2,464;1,889
2013;2;12;3;2,5;2,674;3,126
2013;2;12;4;1,89;2,136;2,731
2013;2;12;5;1,31;1,406;1,632
2013;2;12;6;1,12;1,064;0,795
2013;2;12;7;1,24;1,131;0,978
2013;2;12;8;1,5;1,379;1,299
2013;2;12;9;1,55;1,618;1,694
2013;2;12;10;0,65;0,967;1,788
2013;2;12;11;0,71;0,642;0,756
2013;2;12;12;1,56;1,421;0,251
2013;2;12;13;2,1;2,143;2,059
2013;2;12;14;2,64;2,54;2,752
2013;2;12;15;3,4;3,192;2,84
2013;2;12;16;4,11;3,941;3,709
2013;2;12;17;4,23;4,332;4,718
2013;2;12;18;3,87;4,048;4,597
2013;2;12;19;3,64;3,671;3,725
2013;2;12;20;3,65;3,54;3,398
2013;2;12;21;3,6;3,546;3,796
2013;2;12;22;3,49;3,486;3,685
2013;2;12;23;3,5;3,479;3,46
2013;2;13;0;3,56;3,483;3,442
2013;2;13;1;3,62;3,62;3,744
2013;2;13;2;3,65;3,629;3,457
2013;2;13;3;3,56;3,573;3,665
2013;2;13;4;3,47;3,492;3,377
2013;2;13;5;3,28;3,324;3,305
2013;2;13;6;2,94;3,022;3,115
2013;2;13;7;2,55;2,615;2,734
2013;2;13;8;2,24;2,25;2,205
2013;2;13;9;2,19;2,15;2,067
2013;2;13;10;2,26;2,182;2,027
2013;2;13;11;2,4;2,377;2,359
2013;2;13;12;2,58;2,59;2,463
2013;2;13;13;2,75;2,738;2,695
2013;2;13;14;2,93;2,913;2,804
2013;2;13;15;3,11;3,096;3,036
2013;2;13;16;3,23;3,225;3,193
2013;2;13;17;3,35;3,359;3,323
2013;2;13;18;3,43;3,425;3,379
2013;2;13;19;3,42;3,411;3,5
2013;2;13;20;3,29;3,346;3,398
2013;2;13;21;3,07;3,134;3,243
2013;2;13;22;2,94;2,915;2,888
2013;2;13;23;2,9;2,86;2,856
2013;2;14;0;2,84;2,795;2,834
2013;2;14;1;2,79;2,794;2,937
2013;2;14;2;2,71;2,66;2,57
2013;2;14;3;2,49;2,512;2,702
2013;2;14;4;2,39;2,361;2,316
2013;2;14;5;2,51;2,442;2,181
2013;2;14;6;2,63;2,572;2,44
2013;2;14;7;2,73;2,74;2,712
2013;2;14;8;2,88;2,861;2,625
2013;2;14;9;3,12;3,099;2,912
2013;2;14;10;3,24;3,282;3,133
2013;2;14;11;3,36;3,383;3,393
2013;2;14;12;3,5;3,503;3,357
2013;2;14;13;3,54;3,579;3,591
2013;2;14;14;3,51;3,517;3,593
2013;2;14;15;3,42;3,436;3,528
2013;2;14;16;3,47;3,441;3,397
2013;2;14;17;3,62;3,571;3,448
2013;2;14;18;3,71;3,69;3,747
2013;2;14;19;3,88;3,871;3,824
2013;2;14;20;4,08;4,029;3,884
2013;2;14;21;4,21;4,221;4,202
2013;2;14;22;4,14;4,226;4,268
2013;2;14;23;3,94;4,025;4,129
2013;2;15;0;3,76;3,777;3,719
2013;2;15;1;3,61;3,613;3,748
2013;2;15;2;3,58;3,537;3,309
2013;2;15;3;3,57;3,566;3,549
2013;2;15;4;3,48;3,482;3,502
2013;2;15;5;3,37;3,384;3,427
2013;2;15;6;3,31;3,313;3,224
2013;2;15;7;3,22;3,216;3,22
2013;2;15;8;3,17;3,19;3,129
2013;2;15;9;3,23;3,212;3,102
2013;2;15;10;3,42;3,346;3,178
2013;2;15;11;3,79;3,711;3,525
2013;2;15;12;4,2;4,142;3,911
2013;2;15;13;4,55;4,498;4,448
2013;2;15;14;4,85;4,847;4,68
2013;2;15;15;5,08;5,035;4,94
2013;2;15;16;5,44;5,317;5,161
2013;2;15;17;5,96;5,801;5,481
2013;2;15;18;6,64;6,446;6,151
2013;2;15;19;7,14;7,031;6,825
2013;2;15;20;7,13;7,211;7,318
2013;2;15;21;6,88;7,049;7,018
2013;2;15;22;6,69;6,696;6,429
2013;2;15;23;6,79;6,601;6,436
2013;2;16;0;7,18;6,911;6,576
2013;2;16;1;7,53;7,365;7,281
2013;2;16;2;7,77;7,682;7,424
2013;2;16;3;7,87;7,806;7,58
2013;2;16;4;7,67;7,721;7,511
2013;2;16;5;7,3;7,392;7,303
2013;2;16;6;7,03;7,072;6,816
2013;2;16;7;6,79;6,786;6,611
2013;2;16;8;6,6;6,606;6,531
2013;2;16;9;6,48;6,476;6,276
2013;2;16;10;6,4;6,379;6,346
2013;2;16;11;6,45;6,402;6,155
2013;2;16;12;6,72;6,601;6,265
2013;2;16;13;6,88;6,864;6,718
2013;2;16;14;6,96;7,008;6,819
2013;2;16;15;7,06;7,054;6,763
2013;2;16;16;7,24;7,189;6,912
2013;2;16;17;7,45;7,399;7,172
2013;2;16;18;7,7;7,606;7,356
2013;2;16;19;7,84;7,814;7,622
2013;2;16;20;7,69;7,846;7,738
2013;2;16;21;7,33;7,528;7,451
2013;2;16;22;6,96;7,006;6,956
2013;2;16;23;6,69;6,705;6,601
2013;2;17;0;6,51;6,491;6,446
2013;2;17;1;6,29;6,3;6,366
2013;2;17;2;5,96;6,042;5,945
2013;2;17;3;5,54;5,671;5,721
2013;2;17;4;5,36;5,364;5,129
2013;2;17;5;5,43;5,319;4,997
2013;2;17;6;5,56;5,514;5,393
2013;2;17;7;5,73;5,727;5,533
2013;2;17;8;5,97;5,924;5,574
2013;2;17;9;6,21;6,178;5,878
2013;2;17;10;6,23;6,289;6,101
2013;2;17;11;6,18;6,253;6,074
2013;2;17;12;6,12;6,15;5,953
2013;2;17;13;5,95;6,006;6,047
2013;2;17;14;5,83;5,856;5,861
2013;2;17;15;5,9;5,81;5,645
2013;2;17;16;6,37;6,174;5,874
2013;2;17;17;6,82;6,703;6,348
2013;2;17;18;7,1;7,113;7,01
2013;2;17;19;7,48;7,383;6,919
2013;2;17;20;7,92;7,767;7,442
2013;2;17;21;8,43;8,368;8,175
2013;2;17;22;8,92;8,712;8,369
2013;2;17;23;9,26;9,116;8,756
2013;2;18;0;9,34;9,52;8,873
2013;2;18;1;9,26;9,361;9,125
2013;2;18;2;9,23;9,202;8,663
2013;2;18;3;9,19;9,198;9,032
2013;2;18;4;9,03;8,898;8,844
2013;2;18;5;8,83;8,846;8,829
2013;2;18;6;8,81;8,569;8,53
2013;2;18;7;8,81;8,705;8,521
2013;2;18;8;8,62;8,536;8,696
2013;2;18;9;8,27;8,323;8,343
2013;2;18;10;7,95;7,97;7,963
2013;2;18;11;7,84;7,877;7,572
2013;2;18;12;7,8;7,718;7,538
2013;2;18;13;7,7;7,71;7,619
2013;2;18;14;7,47;7,564;7,394
2013;2;18;15;7,09;7,241;7,281
2013;2;18;16;6,79;6,86;6,762
2013;2;18;17;6,49;6,573;6,555
2013;2;18;18;5,97;6,119;6,315
2013;2;18;19;5,35;5,553;5,696
2013;2;18;20;5,07;5,125;4,917
2013;2;18;21;5,03;4,975;4,917
2013;2;18;22;5,06;4,996;5,091
2013;2;18;23;5,26;5,219;5,113
2013;2;19;0;5,54;5,476;5,269
2013;2;19;1;5,87;5,849;5,78
2013;2;19;2;6,11;6,118;5,788
2013;2;19;3;6,13;6,207;6,271
2013;2;19;4;6,07;6,159;5,959
2013;2;19;5;5,87;5,973;5,801
2013;2;19;6;5,94;5,86;5,681
2013;2;19;7;6,2;6,104;5,578
2013;2;19;8;6,43;6,402;6,255
2013;2;19;9;6,74;6,689;6,373
2013;2;19;10;7,05;7,01;6,568
2013;2;19;11;7,32;7,295;7,066
2013;2;19;12;7,56;7,529;7,132
2013;2;19;13;7,81;7,691;7,393
2013;2;19;14;8,08;8,011;7,662
2013;2;19;15;8,55;8,361;8,0
2013;2;19;16;9,19;8,999;8,478
2013;2;19;17;9,82;9,814;9,205
2013;2;19;18;10,08;10,131;9,641
2013;2;19;19;9,93;9,682;9,851
2013;2;19;20;9,63;9,577;9,559
2013;2;19;21;9,45;9,578;9,209
2013;2;19;22;9,08;9,048;9,112
2013;2;19;23;8,68;8,737;8,963
2013;2;20;0;8,4;8,356;8,136
2013;2;20;1;8,16;8,075;8,327
2013;2;20;2;7,97;7,928;7,678
2013;2;20;3;7,79;7,766;7,8
2013;2;20;4;7,99;7,763;7,427
2013;2;20;5;8,55;8,138;7,702
2013;2;20;6;9,09;8,847;8,639
2013;2;20;7;9,39;9,417;9,106
2013;2;20;8;9,55;9,551;9,222
2013;2;20;9;9,7;9,834;9,396
2013;2;20;10;9,69;9,712;9,43
2013;2;20;11;9,68;9,582;9,539
2013;2;20;12;9,69;9,701;9,336
2013;2;20;13;9,52;9,691;9,639
2013;2;20;14;9,31;9,438;9,268
2013;2;20;15;9,19;9,329;8,944
2013;2;20;16;9,01;9,275;8,923
2013;2;20;17;8,93;8,916;8,78
2013;2;20;18;9,05;8,93;8,564
2013;2;20;19;9,1;9,062;8,962
2013;2;20;20;8,97;9,056;8,974
2013;2;20;21;8,82;8,996;8,709
2013;2;20;22;8,61;8,685;8,467
2013;2;20;23;8,4;8,513;8,319
2013;2;21;0;8,21;8,211;7,992
2013;2;21;1;8,06;8,138;8,106
2013;2;21;2;8,04;7,912;7,693
2013;2;21;3;8,2;7,994;8,01
2013;2;21;4;8,57;8,292;8,063
2013;2;21;5;8,95;8,701;8,585
2013;2;21;6;9,17;9,086;8,976
2013;2;21;7;9,05;9,213;9,047
2013;2;21;8;8,69;9,052;8,826
2013;2;21;9;8,62;8,696;8,458
2013;2;21;10;9,03;8,828;8,269
2013;2;21;11;9,79;9,219;9,08
2013;2;21;12;10,3;10,221;9,731
2013;2;21;13;10,18;11,16;10,2
2013;2;21;14;9,78;11,075;9,804
2013;2;21;15;9,43;9,733;9,221
2013;2;21;16;9,22;9,128;9,163
2013;2;21;17;9,24;9,186;8,817
2013;2;21;18;9,27;9,256;8,975
2013;2;21;19;9,35;9,278;9,116
2013;2;21;20;9,48;9,281;9,055
2013;2;21;21;9,58;9,282;9,34
2013;2;21;22;9,51;9,778;9,474
2013;2;21;23;9,29;9,24;9,3
2013;2;22;0;9,1;9,069;9,099
2013;2;22;1;9,02;8,872;8,982
2013;2;22;2;8,95;8,89;8,625
2013;2;22;3;8,87;8,92;8,976
2013;2;22;4;9,23;9,027;8,434
2013;2;22;5;9,79;9,509;9,098
2013;2;22;6;9,87;9,86;9,835
2013;2;22;7;9,37;9,663;9,688
2013;2;22;8;8,75;9,14;8,838
2013;2;22;9;8,32;8,536;8,345
2013;2;22;10;8,06;8,124;8,001
2013;2;22;11;8,01;8,017;7,999
2013;2;22;12;8,11;8,008;7,883
2013;2;22;13;8,26;8,192;8,083
2013;2;22;14;8,47;8,35;8,138
2013;2;22;15;8,71;8,677;8,339
2013;2;22;16;8,75;8,795;8,652
2013;2;22;17;8,93;8,957;8,576
2013;2;22;18;9,19;9,157;8,642
2013;2;22;19;9,2;9,205;9,218
2013;2;22;20;9,16;9,384;9,032
2013;2;22;21;9,19;9,2;8,841
2013;2;22;22;9,18;9,321;9,103
2013;2;22;23;9,18;9,251;9,006
2013;2;23;0;9,47;9,247;8,95
2013;2;23;1;10,11;9,828;9,51
2013;2;23;2;10,8;11,188;9,806
2013;2;23;3;10,99;11,044;10,987
2013;2;23;4;10,62;10,802;10,801
2013;2;23;5;9,98;10,738;10,272
2013;2;23;6;9,43;9,414;9,556
2013;2;23;7;9,12;9,265;8,928
2013;2;23;8;8,82;8,816;8,888
2013;2;23;9;8,7;8,692;8,601
2013;2;23;10;8,72;8,509;8,281
2013;2;23;11;8,89;8,848;8,706
2013;2;23;12;9,08;8,901;8,642
2013;2;23;13;9,14;9,166;9,033
2013;2;23;14;9,12;9,044;9,01
2013;2;23;15;8,99;8,971;8,828
2013;2;23;16;8,78;8,976;8,911
2013;2;23;17;8,47;8,473;8,438
2013;2;23;18;8,2;8,327;8,311
2013;2;23;19;8,07;8,041;7,904
2013;2;23;20;8,01;7,934;7,902
2013;2;23;21;7,98;8,017;7,942
2013;2;23;22;7,68;7,81;7,825
2013;2;23;23;7,29;7,419;7,618
2013;2;24;0;6,98;7,006;6,918
2013;2;24;1;6,85;6,837;6,913
2013;2;24;2;6,86;6,78;6,49
2013;2;24;3;6,85;6,831;6,921
2013;2;24;4;6,79;6,828;6,609
2013;2;24;5;6,66;6,727;6,645
2013;2;24;6;6,4;6,516;6,466
2013;2;24;7;6,21;6,252;6,127
2013;2;24;8;6,17;6,136;5,94
2013;2;24;9;6,29;6,227;6,114
2013;2;24;10;6,32;6,356;6,203
2013;2;24;11;6,39;6,442;6,347
2013;2;24;12;6,51;6,503;6,198
2013;2;24;13;6,58;6,616;6,498
2013;2;24;14;6,51;6,588;6,496
2013;2;24;15;6,44;6,477;6,289
2013;2;24;16;6,56;6,469;6,236
2013;2;24;17;6,74;6,651;6,43
2013;2;24;18;6,78;6,813;6,813
2013;2;24;19;6,76;6,805;6,663
2013;2;24;20;6,77;6,787;6,609
2013;2;24;21;6,77;6,774;6,639
2013;2;24;22;6,68;6,747;6,688
2013;2;24;23;6,71;6,663;6,525
2013;2;25;0;6,99;6,856;6,515
2013;2;25;1;7,34;7,208;7,046
2013;2;25;2;7,6;7,549;7,216
2013;2;25;3;7,42;7,55;7,477
2013;2;25;4;6,85;7,084;7,081
