-BEGIN HEADER-
Dataset: NASA_Baron_Hourly.csv
Variabel: WS10M, WD10M, RH2M, T2M, PS
Mode: Best Stacking (XGB + Best DL) per variabel
WS10M | Model: XGB-LSTM [WS10M] | MAE=0.19 RMSE=0.253 sMAPE=7.13% R2=0.962
WD10M | Model: XGB-LSTM [WD10M] | MAE=N/A RMSE=N/A CircularMAE=2.605° R2=N/A
RH2M | Model: XGB-LSTM [RH2M] | MAE=1.076 RMSE=1.446 MAE=1.08 R2=0.964
T2M | Model: XGB-LSTM [T2M] | MAE=0.226 RMSE=0.296 sMAPE=0.87% R2=0.973
PS | Model: XGB-LSTM [PS] | MAE=0.023 RMSE=0.029 MAE=0.023 R2=0.969

Forecast Summary:
Ringkasan prediksi cuaca untuk periode 01-01-2023 hingga 08-01-2023:

▸ Kecepatan angin (WS10M): rata-rata **1.24 m/s**, kategori **tenang (calm)**, tren menurun menuju akhir periode. Tertinggi **4.68 m/s**, terendah **0.68 m/s**. Puncak pukul **12:00**, terendah pukul **01:00**. Model: **XGB-LSTM [WS10M]** | sMAPE **7.13%** | RMSE **0.253** (akurasi **tinggi**).

▸ Arah angin (WD10M): rata-rata **266.30 derajat**, kategori **dari barat daya**, tren menurun menuju akhir periode. Tertinggi **292.11 derajat**, terendah **257.88 derajat**. Puncak pukul **08:00**, terendah pukul **01:00**. Model: **XGB-LSTM [WD10M]** | CircularMAE **2.605°** | Acc±15° **98.3%** (akurasi **tinggi**).

▸ Kelembaban udara (RH2M): rata-rata **57.16 %**, kategori **nyaman**, tren menurun menuju akhir periode. Tertinggi **86.74 %**, terendah **54.38 %**. Puncak pukul **07:00**, terendah pukul **06:00**. Model: **XGB-LSTM [RH2M]** | MAE **1.08%** | RMSE **1.446** (akurasi **tinggi**).

▸ Suhu udara (T2M): rata-rata **22.26 °C**, kategori **sejuk**, tren menurun menuju akhir periode. Tertinggi **26.67 °C**, terendah **21.35 °C**. Puncak pukul **09:00**, terendah pukul **23:00**. Model: **XGB-LSTM [T2M]** | sMAPE **0.87%** | RMSE **0.296** (akurasi **tinggi**).

▸ Tekanan atmosfer (PS): rata-rata **98.69 kPa**, kategori **rendah**, tren relatif stabil sepanjang periode. Tertinggi **99.32 kPa**, terendah **98.65 kPa**. Puncak pukul **07:00**, terendah pukul **23:00**. Model: **XGB-LSTM [PS]** | MAE **0.02%** | RMSE **0.029** (akurasi **tinggi**).


Rata-rata error keseluruhan: **2.28%** — tingkat akurasi prediksi tergolong **tinggi** (CircularMAE untuk arah angin, MAE/sMAPE untuk variabel lain).

Klasifikasi lokasi: **Very Stable** — kondisi atmosfer sangat konsisten — ideal untuk prediksi energi jangka panjang pada PLTB. Hasil ini dapat digunakan sebagai referensi dalam perencanaan dan optimasi sistem PLTB.

-END HEADER-

YEAR;MO;DY;HR;WS10M;WD10M;RH2M;T2M;PS;XGB_Base_WS10M;XGB_LSTM_WS10M;XGB_Base_WD10M;XGB_LSTM_WD10M;XGB_Base_RH2M;XGB_LSTM_RH2M;XGB_Base_T2M;XGB_LSTM_T2M;XGB_Base_PS;XGB_LSTM_PS
2017;12;16;7;2,51;224,62;88,0;26,15;99,39;2,479;2,337;224,639;222,144;87,524;87,16;26,205;26,219;99,392;99,358
2017;12;16;8;2,55;225,62;85,62;26,58;99,4;2,618;2,738;225,393;225,981;84,021;82,521;26,876;27,003;99,414;99,372
2017;12;16;9;2,6;230,0;83,25;27,0;99,38;2,652;2,62;229,954;226,721;82,316;80,053;27,163;27,634;99,381;99,346
2017;12;16;10;2,71;237,82;82,06;27,23;99,32;2,671;2,763;237,079;233,033;81,239;79,437;27,471;27,868;99,318;99,28
2017;12;16;11;2,83;243,43;80,5;27,56;99,26;2,831;2,867;242,628;244,102;80,589;79,561;27,61;27,818;99,249;99,197
2017;12;16;12;2,97;245,26;79,0;27,8;99,18;2,931;2,93;245,072;247,434;79,552;79,965;27,745;27,676;99,18;99,121
2017;12;16;13;3,15;243,31;78,5;27,88;99,13;3,119;3,178;242,937;246,085;79,65;80,246;27,773;27,574;99,116;99,072
2017;12;16;14;3,45;238,61;80,0;27,6;99,1;3,346;3,234;239,099;241,005;79,348;80,314;27,618;27,48;99,09;99,063
2017;12;16;15;3,69;235,54;83,19;27,06;99,1;3,606;3,45;235,53;234,157;82,373;81,576;26,967;27,229;99,095;99,085
2017;12;16;16;3,74;235,21;86,5;26,47;99,14;3,697;3,645;235,193;233,027;85,733;85,632;26,41;26,684;99,139;99,135
2017;12;16;17;3,34;235,98;90,31;25,79;99,2;3,431;3,546;235,864;235,333;89,737;89,724;25,947;25,91;99,204;99,198
2017;12;16;18;3,1;236,51;92,25;25,37;99,26;3,204;3,243;236,468;237,147;91,743;91,207;25,469;25,263;99,269;99,267
2017;12;16;19;2,99;237,39;92,69;25,21;99,32;2,971;2,747;237,211;237,589;92,696;92,247;25,207;24,986;99,326;99,332
2017;12;16;20;2,79;240,14;93,06;25,06;99,37;2,853;2,887;240,115;239,145;93,044;92,88;25,1;24,903;99,371;99,364
2017;12;16;21;2,64;243,89;93,44;24,88;99,37;2,656;2,687;243,588;244,093;93,336;93,071;24,955;24,784;99,381;99,372
2017;12;16;22;2,58;246,78;93,81;24,73;99,34;2,566;2,543;246,351;248,58;93,664;93,122;24,789;24,711;99,354;99,357
2017;12;16;23;2,6;249,44;94,31;24,58;99,28;2,518;2,531;249,537;250,288;94,06;93,181;24,648;24,611;99,279;99,307
2017;12;17;0;2,74;252,6;94,88;24,44;99,21;2,649;2,6;252,328;252,397;94,406;93,195;24,501;24,457;99,218;99,224
2017;12;17;1;2,9;254,84;95,0;24,39;99,17;2,797;2,818;254,825;255,919;94,818;94,01;24,345;24,358;99,162;99,175
2017;12;17;2;2,99;256,11;95,19;24,35;99,15;2,952;3,028;255,924;256,383;95,102;94,311;24,266;24,189;99,14;99,151
2017;12;17;3;3,03;256,72;95,5;24,32;99,16;3,016;2,966;256,612;257,153;95,201;94,49;24,241;24,07;99,152;99,151
2017;12;17;4;3,02;256,22;95,56;24,3;99,21;3,023;3,07;256,017;257,409;95,581;94,292;24,266;24,13;99,202;99,188
2017;12;17;5;2,9;253,91;95,38;24,44;99,28;2,979;3,134;254,129;256,056;95,493;93,591;24,376;24,349;99,272;99,24
2017;12;17;6;3,45;250,17;93,0;25,37;99,35;3,352;3,097;250,291;252,468;92,864;92,396;25,26;25,14;99,34;99,309
2017;12;17;7;4,04;247,25;90,38;25,96;99,41;3,909;3,522;247,896;248,047;90,361;89,228;26,078;26,1;99,403;99,368
2017;12;17;8;4,48;246,12;87,19;26,51;99,44;4,319;4,304;245,898;246,254;87,061;85,012;26,612;26,782;99,437;99,386
2017;12;17;9;4,79;246,03;84,62;26,94;99,44;4,701;4,562;245,843;246,441;84,616;82,352;26,975;27,351;99,426;99,366
2017;12;17;10;5,12;245,78;82,81;27,21;99,39;5,007;4,859;245,823;246,769;82,276;81,179;27,3;27,624;99,387;99,317
2017;12;17;11;5,32;244,15;81,38;27,33;99,32;5,29;5,093;244,428;246,162;81,798;80,423;27,427;27,653;99,313;99,255
2017;12;17;12;5,37;241,76;80,25;27,33;99,26;5,394;5,273;242,1;243,114;80,936;80,343;27,438;27,532;99,249;99,191
2017;12;17;13;5,34;239,12;79,88;27,23;99,2;5,425;5,252;239,696;240,052;80,739;80,651;27,279;27,303;99,187;99,146
2017;12;17;14;5,21;235,33;80,88;26,96;99,15;5,249;5,163;235,537;237,209;81,376;81,173;27,007;26,967;99,156;99,137
2017;12;17;15;4,99;230,46;83,88;26,48;99,15;4,981;5,038;230,92;232,395;83,483;82,811;26,435;26,535;99,154;99,154
2017;12;17;16;4,58;228,46;87,69;25,9;99,18;4,482;4,641;228,674;227,344;86,702;86,359;25,941;26,004;99,18;99,183
2017;12;17;17;3,78;229,53;91,5;25,3;99,25;3,854;4,265;229,491;227,972;90,387;90,109;25,426;25,405;99,252;99,232
2017;12;17;18;3,33;232,05;93,06;24,9;99,31;3,433;3,394;231,94;231,348;92,483;91,747;24,917;24,944;99,314;99,295
2017;12;17;19;3,09;236,03;93,38;24,78;99,36;3,119;3,048;235,65;235,092;93,409;92,934;24,758;24,737;99,371;99,361
2017;12;17;20;2,91;243,02;93,44;24,65;99,39;2,957;2,97;242,376;240,713;93,665;93,503;24,614;24,642;99,406;99,398
2017;12;17;21;2,98;251,8;93,62;24,54;99,38;2,882;2,818;251,198;250,309;93,615;93,569;24,508;24,493;99,406;99,405
2017;12;17;22;3,19;259,41;93,62;24,47;99,33;3,023;2,945;258,821;258,484;93,752;93,5;24,431;24,398;99,346;99,379
2017;12;17;23;3,36;264,0;93,75;24,4;99,26;3,251;3,232;264,163;263,986;93,774;93,414;24,346;24,307;99,272;99,318
2017;12;18;0;3,47;265,21;94,0;24,3;99,2;3,418;3,431;265,18;266,021;93,837;93,24;24,236;24,201;99,202;99,224
2017;12;18;1;3,53;264,29;94,06;24,25;99,16;3,506;3,546;264,682;265,627;94,059;93,813;24,201;24,169;99,148;99,165
2017;12;18;2;3,59;263,0;94,19;24,19;99,16;3,518;3,502;262,679;262,56;94,141;93,829;24,115;24,068;99,143;99,141
2017;12;18;3;3,66;260,9;94,19;24,16;99,17;3,628;3,484;261,04;261,758;94,156;93,828;24,094;23,985;99,155;99,143
2017;12;18;4;3,8;260,17;94,12;24,15;99,2;3,689;3,721;260,276;259,406;94,226;93,539;24,092;24,033;99,207;99,194
2017;12;18;5;4,07;259,38;93,88;24,23;99,25;3,93;3,885;259,606;260,015;94,018;92,72;24,179;24,214;99,259;99,253
2017;12;18;6;4,86;257,66;91,94;25,01;99,31;4,74;4,264;257,953;258,991;91,829;91,418;25,013;24,963;99,314;99,31
2017;12;18;7;5,62;256,81;88,62;25,73;99,36;5,471;5,252;256,987;256,449;88,557;88,454;25,785;25,794;99,362;99,348
2017;12;18;8;6,08;256,77;84,81;26,45;99,38;5,917;5,774;257,033;256,384;85,028;84,35;26,431;26,377;99,384;99,352
2017;12;18;9;6,33;256,51;81,94;27,13;99,36;6,203;6,189;256,479;256,717;82,082;81,009;27,07;26,94;99,358;99,325
2017;12;18;10;6,62;256,69;80,0;27,56;99,31;6,503;6,212;256,437;255,934;79,738;78,979;27,452;27,374;99,312;99,268
2017;12;18;11;6,8;255,63;79,0;27,73;99,24;6,626;6,521;255,249;256,353;78,585;77,867;27,689;27,658;99,233;99,192
2017;12;18;12;6,85;252,41;79,69;27,63;99,2;6,663;6,623;252,587;254,239;78,381;77,926;27,638;27,756;99,179;99,118
2017;12;18;13;6,79;248,96;81,5;27,28;99,15;6,706;6,566;248,978;249,74;80,934;79,052;27,283;27,609;99,135;99,075
2017;12;18;14;6,59;246,29;84,31;26,72;99,12;6,523;6,493;245,944;246,951;83,392;81,378;26,854;27,186;99,115;99,078
2017;12;18;15;6,13;244,87;87,62;26,09;99,11;6,202;6,13;244,779;245,449;86,764;85,35;26,185;26,538;99,115;99,107
2017;12;18;16;5,56;244,62;90,5;25,62;99,16;5,668;5,647;244,549;245,194;89,675;90,104;25,736;25,741;99,159;99,148
2017;12;18;17;4,97;244,89;92,5;25,27;99,22;4,803;4,925;244,865;246,066;91,789;92,763;25,095;24,978;99,225;99,2
2017;12;18;18;4,82;244,68;93,31;25,08;99,3;4,576;4,439;244,896;246,837;93,051;93,313;24,873;24,577;99,296;99,268
2017;12;18;19;4,89;245,28;93,5;24,99;99,36;4,549;4,578;245,675;246,448;93,483;93,42;24,853;24,563;99,361;99,336
2017;12;18;20;5,11;247,32;93,69;24,86;99,4;4,894;4,644;247,556;247,857;93,782;93,361;24,811;24,657;99,406;99,379
2017;12;18;21;5,33;250,74;93,81;24,73;99,41;5,185;4,963;250,429;250,936;93,819;93,269;24,682;24,66;99,419;99,394
2017;12;18;22;5,22;255,07;94,12;24,56;99,39;5,292;5,262;254,993;255,048;94,04;93,242;24,563;24,627;99,395;99,377
2017;12;18;23;4,81;259,33;94,5;24,4;99,32;5,005;5,088;259,258;259,48;94,211;93,248;24,422;24,521;99,338;99,328
2017;12;19;0;4,55;263,29;94,62;24,26;99,27;4,614;4,566;263,168;262,927;94,518;93,235;24,305;24,341;99,264;99,252
2017;12;19;1;4,62;266,41;94,44;24,2;99,22;4,46;4,355;266,026;266,411;94,6;94,025;24,189;24,213;99,213;99,208
2017;12;19;2;4,72;267,25;94,06;24,19;99,18;4,569;4,471;267,32;267,932;94,482;94,161;24,1;24,028;99,183;99,189
2017;12;19;3;4,52;266,44;93,5;24,19;99,19;4,632;4,726;266,427;267,195;94,07;94,109;24,08;23,9;99,179;99,191
2017;12;19;4;4,45;264,86;92,69;24,26;99,22;4,478;4,724;265,654;265,488;93,395;93,566;24,154;23,962;99,214;99,216
2017;12;19;5;4,52;263,75;91,81;24,4;99,25;4,364;4,579;263,727;263,614;92,456;92,299;24,285;24,2;99,266;99,259
2017;12;19;6;4,98;262,8;89,62;25,06;99,29;5,024;4,925;262,645;262,978;89,404;90,413;25,099;25,01;99,314;99,316
2017;12;19;7;5,41;262,78;86,69;25,76;99,32;5,498;5,314;262,604;261,95;86,199;86,611;25,905;25,928;99,34;99,349
2017;12;19;8;5,87;262,88;82,25;26,55;99,32;5,761;5,614;262,572;262,427;82,729;82,265;26,697;26,509;99,345;99,34
2017;12;19;9;6,32;264,04;78,0;27,41;99,29;6,109;5,937;263,95;262,224;78,808;79,258;27,349;26,999;99,299;99,296
2017;12;19;10;6,57;263,45;75,25;28,08;99,24;6,443;6,414;263,079;263,917;75,72;76,814;27,9;27,409;99,237;99,221
2017;12;19;11;6,48;261,2;73,94;28,42;99,19;6,589;6,624;260,805;261,608;74,172;74,34;28,296;27,804;99,171;99,133
2017;12;19;12;6,2;257,26;73,94;28,53;99,13;6,266;6,286;257,493;258,401;73,58;73,353;28,465;28,126;99,115;99,058
2017;12;19;13;5,9;251,06;74,69;28,48;99,06;6,071;6,012;251,084;253,787;74,249;74,176;28,331;28,208;99,059;99,026
2017;12;19;14;5,7;245,3;76,44;28,12;99,03;5,732;5,641;245,766;246,792;76,095;76,2;28,005;27,973;99,031;99,025
2017;12;19;15;5,46;239,66;80,44;27,38;99,03;5,468;5,441;240,363;242,028;79,677;79,211;27,398;27,517;99,03;99,036
2017;12;19;16;5,1;238,84;85,44;26,53;99,06;5,122;5,23;239,504;236,281;84,421;83,869;26,561;26,838;99,072;99,071
2017;12;19;17;4,61;244,04;89,31;25,94;99,12;4,523;4,886;243,346;240,083;89,33;88,619;25,772;25,978;99,13;99,129
2017;12;19;18;4,25;251,13;90,69;25,66;99,19;4,348;4,42;250,672;250,233;90,975;90,691;25,406;25,286;99,194;99,194
2017;12;19;19;3,96;256,29;91,19;25,5;99,25;4,036;4,195;256,236;257,505;91,406;91,815;25,334;25,062;99,258;99,258
2017;12;19;20;3,82;259,38;91,38;25,35;99,29;3,829;3,852;259,265;260,789;91,692;92,112;25,292;25,054;99,295;99,298
2017;12;19;21;3,81;261,27;91,56;25,26;99,31;3,757;3,775;260,861;262,333;91,744;92,04;25,149;25,006;99,313;99,309
2017;12;19;22;3,81;261,16;91,81;25,16;99,29;3,756;3,723;260,974;263,33;91,88;91,95;25,081;24,978;99,288;99,29
2017;12;19;23;3,73;259,61;92,06;25,09;99,23;3,728;3,695;259,79;261,645;92,071;91,872;24,971;24,913;99,241;99,243
2017;12;20;0;3,47;256,84;92,31;25,04;99,17;3,618;3,687;257,007;259,127;92,255;91,762;24,894;24,797;99,176;99,166
2017;12;20;1;3,2;253,82;92,5;24,98;99,14;3,362;3,617;253,936;256,108;92,5;92,387;24,865;24,758;99,123;99,121
2017;12;20;2;2,94;249,98;92,5;24,9;99,11;3,105;3,224;250,247;252,321;92,59;92,471;24,833;24,656;99,109;99,097
2017;12;20;3;2,79;246,02;92,44;24,83;99,13;2,901;2,945;246,43;248,688;92,61;92,498;24,742;24,582;99,12;99,1
2017;12;20;4;2,67;244,11;92,31;24,73;99,16;2,725;2,901;244,447;245,038;92,521;92,178;24,742;24,655;99,161;99,136
2017;12;20;5;2,55;244,61;91,81;24,8;99,23;2,645;3,077;244,629;244,993;92,156;91,235;24,739;24,835;99,224;99,191
2017;12;20;6;2,62;243,66;89,44;25,74;99,3;2,774;2,935;243,827;247,363;89,359;89,774;25,436;25,359;99,291;99,254
2017;12;20;7;3,12;245,94;85,5;26,41;99,35;3,052;3,133;245,998;244,452;85,529;85,617;26,389;26,184;99,35;99,31
2017;12;20;8;3,38;251,98;82,88;26,91;99,37;3,291;3,397;251,497;249,348;81,912;81,068;27,064;26,875;99,374;99,332
2017;12;20;9;3,55;256,88;80,5;27,53;99,34;3,542;4,026;255,979;257,163;79,439;78,232;27,566;27,558;99,353;99,314
2017;12;20;10;3,78;256,97;78,62;27,98;99,27;3,759;3,737;256,816;259,765;78,595;77,071;28,062;27,929;99,273;99,259
2017;12;20;11;4,05;254,78;77,25;28,29;99,2;4,051;4,084;254,883;255,606;77,374;77,07;28,264;28,05;99,196;99,178
2017;12;20;12;4,28;253,22;76,44;28,42;99,14;4,266;4,293;253,193;252,414;76,633;77,249;28,43;28,081;99,129;99,092
2017;12;20;13;4,44;250,48;76,5;28,38;99,09;4,493;4,551;250,782;252,014;76,458;77,661;28,276;28,042;99,077;99,034
2017;12;20;14;4,43;246,28;77,81;28,08;99,05;4,553;4,711;246,394;248,559;77,865;78,48;28,042;27,871;99,05;99,026
2017;12;20;15;4,02;237,7;81,5;27,44;99,05;4,315;4,595;238,725;243,466;81,182;80,31;27,434;27,506;99,045;99,05
2017;12;20;16;3,14;225,2;86,0;26,69;99,08;3,52;4,061;225,96;230,98;84,943;84,359;26,753;26,921;99,082;99,089
2017;12;20;17;2,35;202,65;90,25;25,92;99,12;2,491;3,063;203,429;217,668;89,622;88,631;25,962;26,172;99,142;99,143
2017;12;20;18;2,22;179,6;93,0;25,37;99,16;2,216;2,189;182,161;191,568;91,808;90,536;25,496;25,559;99,188;99,204
2017;12;20;19;2,48;164,08;93,38;25,19;99,2;2,226;2,149;164,315;170,328;93,277;91,965;25,144;25,262;99,226;99,255
2017;12;20;20;2,54;152,33;93,25;25,08;99,24;2,457;2,563;153,122;156,62;93,706;92,899;25,062;25,102;99,252;99,275
2017;12;20;21;2,44;142,95;92,75;24,99;99,26;2,561;2,84;143,035;144,554;93,21;93,213;24,944;24,907;99,262;99,269
2017;12;20;22;2,58;142,75;92,25;24,84;99,24;2,494;2,554;142,779;135,716;92,831;93,097;24,884;24,801;99,246;99,247
2017;12;20;23;2,69;153,29;91,94;24,71;99,18;2,561;2,542;152,931;143,974;92,47;92,777;24,705;24,715;99,182;99,205
2017;12;21;0;2,72;170,92;91,94;24,59;99,11;2,737;2,757;170,061;165,5;92,002;92,287;24,614;24,589;99,117;99,132
2017;12;21;1;2,87;186,87;92,19;24,51;99,06;2,806;2,716;185,416;181,001;92,188;92,537;24,517;24,51;99,061;99,087
2017;12;21;2;3,04;201,75;92,44;24,47;99,04;2,946;2,84;200,415;195,194;92,464;92,329;24,432;24,343;99,04;99,058
2017;12;21;3;3,28;214,41;92,5;24,47;99,08;3,154;3,034;213,781;210,266;92,55;92,252;24,366;24,211;99,061;99,045
2017;12;21;4;3,36;222,26;93,12;24,37;99,11;3,358;3,398;222,112;222,368;92,762;92,042;24,42;24,253;99,12;99,078
2017;12;21;5;3,15;227,81;93,62;24,29;99,15;3,304;3,562;227,757;226,887;93,098;91,39;24,359;24,459;99,173;99,145
2017;12;21;6;3,35;230,4;93,12;24,68;99,19;3,443;3,396;230,507;230,319;91,959;90,528;25,026;25,243;99,206;99,214
2017;12;21;7;3,5;230,34;92,25;25,07;99,22;3,564;3,485;230,458;230,436;91,273;88,162;25,402;26,046;99,243;99,251
2017;12;21;8;3,59;231,09;90,5;25,58;99,24;3,575;4,019;230,958;228,35;90,536;85,866;25,799;26,403;99,244;99,24
2017;12;21;9;3,77;236,51;87,94;26,13;99,22;3,669;3,555;236,105;230,115;88,527;85,268;26,177;26,634;99,225;99,198
2017;12;21;10;4,1;242,56;86,31;26,36;99,15;3,951;4,082;241,64;239,816;85,933;85,24;26,376;26,799;99,169;99,138
2017;12;21;11;4,29;248,3;84,94;26,49;99,09;4,259;4,263;247,793;246,184;84,535;84,394;26,586;26,939;99,087;99,063
2017;12;21;12;4,35;255,21;83,81;26,65;99,06;4,385;4,479;254,591;251,179;83,941;83,812;26,661;26,928;99,031;98,985
2017;12;21;13;4,4;257,91;82,31;26,91;99,04;4,457;4,386;257,753;257,803;84,339;83,824;26,802;26,735;98,999;98,935
2017;12;21;14;4,32;254,78;81,75;26,91;99,01;4,41;4,303;255,032;257,642;83,217;83,815;26,799;26,465;99,002;98,95
2017;12;21;15;3,92;246,91;83,06;26,55;99,0;4,088;4,205;247,919;250,55;83,932;84,369;26,433;26,216;99,021;99,001
2017;12;21;16;3,27;238,59;86,0;26,06;99,02;3,431;3,642;239,615;239,605;85,875;86,218;26,038;25,943;99,03;99,05
2017;12;21;17;2,32;231,55;89,81;25,41;99,09;2,558;2,999;231,927;231,802;89,593;88,721;25,53;25,512;99,087;99,094
2017;12;21;18;1,98;224,84;90,94;24,98;99,18;2,063;2,317;224,795;226,817;91,245;89,991;24,971;25,029;99,164;99,143
2017;12;21;19;2,01;226,1;91,0;24,9;99,23;1,886;1,834;226,02;221,095;91,335;91,278;24,791;24,757;99,241;99,203
2017;12;21;20;2,04;233,26;91,19;24,77;99,26;1,978;2,115;232,829;228,421;91,396;91,891;24,695;24,636;99,277;99,254
2017;12;21;21;1,98;235,62;91,31;24,61;99,25;2,05;2,1;235,447;240,704;91,516;91,88;24,624;24,479;99,267;99,271
2017;12;21;22;1,89;241,31;91,44;24,48;99,23;1,971;2,108;240,404;238,271;91,549;91,772;24,449;24,398;99,229;99,248
2017;12;21;23;1,96;252,86;91,94;24,35;99,16;1,873;2,048;252,175;247,299;91,714;91,666;24,322;24,317;99,167;99,188
2017;12;22;0;2,0;260,79;92,38;24,26;99,09;1,998;1,933;260,316;260,139;92,183;91,511;24,234;24,199;99,098;99,104
2017;12;22;1;1,9;264,34;92,44;24,23;99,04;2,007;2,149;264,231;264,827;92,514;92,16;24,143;24,139;99,039;99,054
2017;12;22;2;1,68;264,93;91,88;24,26;99,02;1,827;2,019;265,15;265,087;92,439;92,328;24,117;24,017;99,02;99,025
2017;12;22;3;1,3;265,87;91,06;24,33;99,0;1,557;1,695;266,283;264,049;91,666;92,346;24,161;23,937;99,012;99,017
2017;12;22;4;0,63;249,78;89,56;24,48;99,01;1,033;1,463;251,402;265,765;90,314;91,786;24,345;24,008;99,026;99,049
2017;12;22;5;0,48;167,77;90,12;24,26;99,03;0,528;0,826;164,433;236,005;88,963;90,309;24,419;24,274;99,053;99,089
2017;12;22;6;0,68;149,04;88,81;25,14;99,08;0,574;0,569;150,483;155,451;88,3;88,212;25,01;25,051;99,094;99,129
2017;12;22;7;0,6;170,29;83,12;26,15;99,11;0,737;1,128;169,541;135,889;84,317;85,011;25,79;25,85;99,131;99,151
2017;12;22;8;0,54;217,37;79,0;27,05;99,11;0,674;0,96;216,348;188,317;79,326;81,354;26,792;26,402;99,143;99,144
2017;12;22;9;0,84;271,61;75,75;27,78;99,1;0,782;0,875;271,38;237,234;75,947;76,635;27,604;27,119;99,116;99,112
2017;12;22;10;1,68;305,17;73,5;28,34;99,08;1,279;1,122;305,79;298,378;73,245;72,867;28,137;27,834;99,063;99,049
2017;12;22;11;2,48;316,15;71,75;28,79;99,03;2,128;1,983;315,495;318,231;72,02;71,324;28,76;28,326;99,015;98,971
2017;12;22;12;2,82;319,16;69,94;29,1;98,96;2,775;2,949;318,106;312,772;71,052;71,074;29,047;28,552;98,959;98,91
2017;12;22;13;2,83;314,55;69,0;29,25;98,89;3,026;3,221;313,935;312,979;69,834;71,368;29,135;28,598;98,901;98,882
2017;12;22;14;2,93;301,57;69,81;29,15;98,85;2,943;2,981;301,235;307,446;70,166;71,798;29,021;28,498;98,868;98,868
2017;12;22;15;3,38;287,6;73,25;28,64;98,86;3,203;2,861;287,524;289,21;72,46;72,946;28,652;28,243;98,861;98,865
2017;12;22;16;4,13;276,95;79,88;27,58;98,91;3,679;3,257;277,041;275,294;78,531;76,909;27,703;27,727;98,9;98,891
2017;12;22;17;4,5;271,09;87,75;26,29;98,98;4,192;4,111;271,96;268,623;86,123;83,035;26,397;26,911;98,978;98,947
2017;12;22;18;4,58;267,17;91,81;25,46;99,05;4,495;4,577;267,871;267,343;90,315;87,479;25,584;25,999;99,053;99,029
2017;12;22;19;4,78;263,14;92,94;25,12;99,1;4,617;4,662;263,83;264,929;92,177;90,548;25,193;25,423;99,116;99,107
2017;12;22;20;4,8;261,01;93,19;24,9;99,12;4,693;4,473;260,93;261,123;93,395;92,301;24,951;25,049;99,147;99,151
2017;12;22;21;4,7;258,48;92,75;24,82;99,11;4,616;4,655;258,765;261,203;93,265;92,834;24,729;24,732;99,135;99,153
2017;12;22;22;4,56;254,7;92,56;24,75;99,08;4,477;4,321;255,161;258,385;92,99;92,813;24,657;24,567;99,096;99,115
2017;12;22;23;4,48;251,06;92,62;24,72;99,01;4,368;4,294;251,381;253,899;92,774;92,557;24,631;24,491;99,018;99,046
2017;12;23;0;4,46;247,34;92,62;24,68;98,96;4,389;4,244;247,895;250,997;92,799;92,197;24,59;24,431;98,955;98,961
2017;12;23;1;4,35;244,68;92,75;24,61;98,92;4,371;4,229;244,832;247,718;92,864;92,666;24,524;24,445;98,916;98,903
2017;12;23;2;4,16;242,71;92,88;24,58;98,92;4,203;4,119;243,402;245,183;92,894;92,635;24,497;24,371;98,911;98,876
2017;12;23;3;3,87;242,09;93,06;24,5;98,95;3,963;3,886;242,265;244,141;92,985;92,623;24,476;24,308;98,938;98,884
2017;12;23;4;3,54;242,25;93,38;24,37;98,98;3,649;3,813;242,371;244,527;93,173;92,412;24,429;24,373;98,979;98,941
2017;12;23;5;3,35;242,18;93,06;24,43;99,02;3,372;3,504;242,431;244,924;93,173;91,755;24,394;24,545;99,032;99,017
2017;12;23;6;3,95;240,09;90,38;25,33;99,07;3,785;3,721;240,471;243,472;90,629;90,684;25,221;25,208;99,082;99,079
2017;12;23;7;4,35;236,14;86,75;26,05;99,08;4,455;3,968;236,108;238,8;86,387;86,614;26,155;26,157;99,111;99,117
2017;12;23;8;4,63;232,61;83,0;26,8;99,09;4,546;4,786;232,757;232,901;82,407;81,729;26,842;26,883;99,11;99,116
2017;12;23;9;4,93;230,79;80,62;27,29;99,05;4,807;4,747;230,66;230,342;79,909;78,715;27,398;27,57;99,072;99,078
2017;12;23;10;5,29;231,59;79,38;27,56;99,0;5,149;5,149;231,286;230,163;78,285;76,949;27,768;28,004;99,007;99,01
2017;12;23;11;5,64;233,56;78,62;27,73;98,97;5,502;5,476;233,27;232,652;77,742;76,572;27,823;28,125;98,939;98,927
2017;12;23;12;5,89;234,6;78,12;27,76;98,93;5,816;5,424;233,982;235,151;77,997;77,493;27,815;27,973;98,899;98,85
2017;12;23;13;5,94;234,53;78,12;27,72;98,89;5,934;5,754;234,346;234,973;78,32;78,86;27,709;27,683;98,871;98,808
2017;12;23;14;5,82;233,79;78,31;27,57;98,85;5,84;5,748;234,274;233,902;79,133;80,222;27,528;27,304;98,846;98,817
2017;12;23;15;5,5;233,15;79,19;27,25;98,85;5,56;5,704;233,199;232,736;80,723;81,916;27,155;26,838;98,851;98,845
2017;12;23;16;4,95;233,8;80,81;26,73;98,87;5,044;5,385;233,962;232,415;82,911;84,861;26,685;26,284;98,88;98,885
2017;12;23;17;3,75;235,61;85,62;25,83;98,91;4,09;4,702;235,749;234,471;86,446;87,421;25,883;25,699;98,932;98,935
2017;12;23;18;3,16;239,06;89,06;24,98;98,96;3,421;3,417;239,068;237,641;88,974;87,923;25,335;25,274;98,983;98,991
