-BEGIN HEADER-
Dataset: NASA_Baron_Hourly.csv
Variabel: WS10M, WD10M, RH2M, T2M, PS
Mode: Best Stacking (XGB + Best DL) per variabel
WS10M | Model: XGB-LSTM [WS10M] | MAE=0.19 RMSE=0.253 sMAPE=7.13% R2=0.962
WD10M | Model: XGB-LSTM [WD10M] | MAE=N/A RMSE=N/A CircularMAE=2.605° R2=N/A
RH2M | Model: XGB-LSTM [RH2M] | MAE=1.076 RMSE=1.446 MAE=1.08 R2=0.964
T2M | Model: XGB-LSTM [T2M] | MAE=0.226 RMSE=0.296 sMAPE=0.87% R2=0.973
PS | Model: XGB-LSTM [PS] | MAE=0.023 RMSE=0.029 MAE=0.023 R2=0.969

Forecast Summary:
Ringkasan prediksi cuaca untuk periode 01-01-2023 hingga 08-01-2023:

▸ Kecepatan angin (WS10M): rata-rata **1.24 m/s**, kategori **tenang (calm)**, tren menurun menuju akhir periode. Tertinggi **4.68 m/s**, terendah **0.68 m/s**. Puncak pukul **12:00**, terendah pukul **01:00**. Model: **XGB-LSTM [WS10M]** | sMAPE **7.13%** | RMSE **0.253** (akurasi **tinggi**).

▸ Arah angin (WD10M): rata-rata **266.30 derajat**, kategori **dari barat daya**, tren menurun menuju akhir periode. Tertinggi **292.11 derajat**, terendah **257.88 derajat**. Puncak pukul **08:00**, terendah pukul **01:00**. Model: **XGB-LSTM [WD10M]** | CircularMAE **2.605°** | Acc±15° **98.3%** (akurasi **tinggi**).

▸ Kelembaban udara (RH2M): rata-rata **57.16 %**, kategori **nyaman**, tren menurun menuju akhir periode. Tertinggi **86.74 %**, terendah **54.38 %**. Puncak pukul **07:00**, terendah pukul **06:00**. Model: **XGB-LSTM [RH2M]** | MAE **1.08%** | RMSE **1.446** (akurasi **tinggi**).

▸ Suhu udara (T2M): rata-rata **22.26 °C**, kategori **sejuk**, tren menurun menuju akhir periode. Tertinggi **26.67 °C**, terendah **21.35 °C**. Puncak pukul **09:00**, terendah pukul **23:00**. Model: **XGB-LSTM [T2M]** | sMAPE **0.87%** | RMSE **0.296** (akurasi **tinggi**).

▸ Tekanan atmosfer (PS): rata-rata **98.69 kPa**, kategori **rendah**, tren relatif stabil sepanjang periode. Tertinggi **99.32 kPa**, terendah **98.65 kPa**. Puncak pukul **07:00**, terendah pukul **23:00**. Model: **XGB-LSTM [PS]** | MAE **0.02%** | RMSE **0.029** (akurasi **tinggi**).


Rata-rata error keseluruhan: **2.28%** — tingkat akurasi prediksi tergolong **tinggi** (CircularMAE untuk arah angin, MAE/sMAPE untuk variabel lain).

Klasifikasi lokasi: **Very Stable** — kondisi atmosfer sangat konsisten — ideal untuk prediksi energi jangka panjang pada PLTB. Hasil ini dapat digunakan sebagai referensi dalam perencanaan dan optimasi sistem PLTB.

-END HEADER-

YEAR;MO;DY;HR;WS10M;WD10M;RH2M;T2M;PS;XGB_Base_WS10M;XGB_LSTM_WS10M;XGB_Base_WD10M;XGB_LSTM_WD10M;XGB_Base_RH2M;XGB_LSTM_RH2M;XGB_Base_T2M;XGB_LSTM_T2M;XGB_Base_PS;XGB_LSTM_PS
2013;1;7;8;7,29;248,51;90,5;25,79;99,11;7,081;7,08;249,068;250,377;89,827;85,14;26,07;26,729;99,103;99,067
2013;1;7;9;7,29;248,73;90,0;25,88;99,08;7,206;7,74;248,582;248,932;89,079;84,7;26,214;26,97;99,105;99,052
2013;1;7;10;7,29;248,53;88,88;26,07;99,04;7,175;6,778;248,612;251,567;88,469;85,362;26,039;26,95;99,04;99,01
2013;1;7;11;7,29;246,42;87,62;26,2;99,03;7,178;7,147;245,98;250,29;88,022;86,332;26,123;26,728;98,985;98,938
2013;1;7;12;7,15;246,85;87,88;26,03;98,99;7,158;7,122;247,177;246,649;87,562;86,743;26,168;26,461;98,955;98,869
2013;1;7;13;7,16;253,58;88,44;25,76;98,93;7,153;6,743;253,064;249,205;88,053;86,815;25,872;26,233;98,916;98,841
2013;1;7;14;7,03;258,72;88,94;25,54;98,88;7,152;6,935;258,098;260,003;88,801;87,656;25,741;25,931;98,883;98,846
2013;1;7;15;6,64;262,5;89,56;25,37;98,89;6,794;6,574;262,403;262,844;89,086;89,928;25,583;25,487;98,878;98,876
2013;1;7;16;6,19;265,22;90,69;25,16;98,94;6,219;6,048;265,069;265,229;90,365;92,199;25,358;25,012;98,923;98,916
2013;1;7;17;5,87;265,42;91,88;24,75;99,01;5,51;5,741;265,448;267,147;91,341;93,396;24,901;24,621;99,004;98,971
2013;1;7;18;5,84;263,55;92,75;24,44;99,08;5,461;5,471;263,722;265,637;92,499;93,152;24,596;24,437;99,079;99,048
2013;1;7;19;5,92;260,43;92,5;24,36;99,12;5,535;5,716;260,434;262,724;92,873;93,052;24,374;24,388;99,134;99,117
2013;1;7;20;5,93;257,91;91,88;24,35;99,13;5,725;5,895;258,419;259,393;92,617;92,996;24,277;24,293;99,159;99,159
2013;1;7;21;5,87;256,83;91,19;24,34;99,11;5,727;5,892;256,934;257,998;91,832;92,768;24,263;24,193;99,134;99,166
2013;1;7;22;5,72;257,69;90,5;24,33;99,06;5,615;5,94;257,958;258,27;91,07;92,316;24,295;24,127;99,073;99,131
2013;1;7;23;5,71;260,07;89,94;24,36;99,0;5,589;5,779;260,257;260,392;90,354;91,72;24,274;24,081;98,998;99,06
2013;1;8;0;5,43;263,39;89,94;24,3;98,94;5,554;5,683;263,16;263,259;90,272;90,986;24,206;24,034;98,939;98,962
2013;1;8;1;5,01;267,05;90,31;24,19;98,9;5,256;5,419;266,856;266,969;90,532;90,904;24,241;24,065;98,89;98,893
2013;1;8;2;4,67;271,05;90,5;24,12;98,88;4,733;4,68;271,125;270,151;90,753;90,527;24,146;24,03;98,87;98,864
2013;1;8;3;4,3;274,89;90,81;24,04;98,87;4,487;4,579;274,679;274,479;90,97;90,441;24,048;23,963;98,879;98,875
2013;1;8;4;4,08;274,61;90,94;23,99;98,92;4,185;4,554;274,25;278,133;90,85;90,461;24,021;23,939;98,902;98,918
2013;1;8;5;4,2;271,92;90,75;24,07;98,99;4,114;4,163;272,165;273,905;90,673;90,313;24,086;24,215;98,971;98,978
2013;1;8;6;4,86;269,54;89,38;24,69;99,06;4,794;4,797;270,196;269,583;89,05;89,858;24,837;24,839;99,044;99,038
2013;1;8;7;5,55;265,72;87,81;25,3;99,11;5,577;5,292;265,502;267,78;87,175;87,78;25,512;25,482;99,109;99,087
2013;1;8;8;6,18;260,25;85,12;25,92;99,14;5,948;6,165;260,905;262,856;85,118;84,497;25,998;25,931;99,14;99,105
2013;1;8;9;6,48;256,9;83,12;26,26;99,13;6,407;5,952;257,242;256,513;83,08;82,189;26,311;26,363;99,136;99,093
2013;1;8;10;6,44;255,1;82,94;26,34;99,1;6,546;6,855;255,69;255,369;82,605;80,947;26,398;26,696;99,098;99,048
2013;1;8;11;6,4;254,49;83,44;26,32;99,06;6,479;6,104;254,772;254,688;82,911;80,282;26,36;26,821;99,028;98,986
2013;1;8;12;6,46;255,14;84,12;26,21;99,0;6,412;6,226;255,333;254,807;83,395;81,293;26,236;26,68;98,986;98,933
2013;1;8;13;6,53;256,01;85,62;25,94;98,94;6,402;6,246;255,957;256,272;85,53;83,219;25,945;26,366;98,936;98,898
2013;1;8;14;6,51;256,88;87,62;25,6;98,89;6,432;6,309;256,548;257,255;87,018;84,987;25,649;25,991;98,9;98,88
2013;1;8;15;6,27;257,47;89,69;25,24;98,88;6,386;6,13;257,157;258,207;89,128;87,758;25,486;25,571;98,886;98,893
2013;1;8;16;5,88;258,03;91,38;24,97;98,93;5,943;5,867;258,329;258,775;90,473;90,89;25,098;25,114;98,925;98,921
2013;1;8;17;5,39;259,05;92,44;24,69;98,98;5,243;5,478;259,597;259,557;92,024;92,76;24,61;24,682;98,984;98,965
2013;1;8;18;5,33;260,21;92,56;24,46;99,03;5,129;5,055;260,155;261,106;92,616;92,882;24,241;24,43;99,053;99,032
2013;1;8;19;5,44;260,32;92,31;24,33;99,07;5,162;4,975;260,243;262,429;92,775;92,712;24,169;24,348;99,095;99,093
2013;1;8;20;5,29;258,92;92,25;24,29;99,09;5,284;5,257;258,875;261,771;92,538;92,372;24,151;24,357;99,108;99,122
2013;1;8;21;5,07;257,27;92,38;24,28;99,09;5,144;5,092;257,661;259,393;92,507;92,006;24,155;24,274;99,105;99,123
2013;1;8;22;4,73;256,93;92,56;24,23;99,04;4,838;4,787;257,419;257,822;92,523;91,758;24,119;24,195;99,062;99,094
2013;1;8;23;4,51;257,48;92,69;24,17;98,97;4,553;4,579;257,79;258,512;92,802;91,628;24,094;24,116;98,981;99,037
2013;1;9;0;4,41;258,25;93,06;24,08;98,89;4,423;4,344;258,431;259,358;92,853;91,512;24,038;24,017;98,906;98,945
2013;1;9;1;4,44;258,12;93,31;24,06;98,84;4,362;4,281;258,431;260,282;93,1;92,161;23,976;23,975;98,856;98,874
2013;1;9;2;4,23;259,25;93,94;24,0;98,83;4,349;4,391;259,69;259,138;93,592;92,421;23,935;23,873;98,832;98,831
2013;1;9;3;3,95;260,89;94,62;23,94;98,85;4,098;4,358;260,858;261,602;94,081;92,807;23,883;23,787;98,846;98,825
2013;1;9;4;4,16;262,34;94,88;23,99;98,89;3,969;4,123;262,558;263,573;94,657;93,208;23,877;23,79;98,887;98,858
2013;1;9;5;4,84;262,86;94,5;24,2;98,92;4,398;4,458;262,703;264,572;94,488;93,429;24,038;24,123;98,935;98,929
2013;1;9;6;5,71;262,92;93,19;24,79;98,94;5,538;5,352;262,699;264,083;92,666;93,154;24,748;24,831;98,971;98,997
2013;1;9;7;6,63;262,55;91,56;25,27;98,96;6,355;6,223;262,611;263,584;91,176;91,454;25,429;25,517;98,985;99,031
2013;1;9;8;7,29;263,95;89,25;25,73;98,97;6,99;6,783;264,102;262,642;89,041;88,077;25,891;25,996;98,984;99,009
2013;1;9;9;7,29;265,75;86,81;26,21;98,95;7,179;7,444;264,918;265,027;87,48;85,567;26,124;26,33;98,964;98,955
2013;1;9;10;7,29;266,85;84,88;26,61;98,91;7,24;7,042;267,151;266,436;84,694;84,564;26,457;26,48;98,918;98,886
2013;1;9;11;7,29;266,28;83,31;26,9;98,86;7,215;6,927;266,286;266,537;83,283;83,499;26,797;26,55;98,857;98,815
2013;1;9;12;7,29;264,52;82,38;27,05;98,8;7,212;7,31;264,635;264,665;82,702;82,738;26,879;26,62;98,805;98,753
2013;1;9;13;7,29;263,5;82,06;27,03;98,73;7,215;6,951;263,538;262,388;83,65;82,449;26,863;26,677;98,749;98,712
2013;1;9;14;7,29;262,68;82,0;26,93;98,67;7,206;7,1;262,493;262,407;83,55;82,624;26,735;26,647;98,708;98,704
2013;1;9;15;7,29;262,16;82,75;26,68;98,68;7,164;6,896;261,937;262,046;84,223;84,145;26,319;26,463;98,695;98,711
2013;1;9;16;7,29;262,1;85,56;26,22;98,74;7,076;6,789;261,961;262,095;85,727;86,235;25,919;26,132;98,717;98,727
2013;1;9;17;7,29;263,31;88,88;25,55;98,83;6,919;6,825;263,257;262,721;89,458;88,68;25,423;25,722;98,817;98,763
2013;1;9;18;7,29;265,19;90,31;25,07;98,91;7,048;6,702;264,949;265,104;90,773;89,708;24,963;25,3;98,906;98,827
2013;1;9;19;7,29;267,8;90,38;24,94;98,97;7,05;6,911;267,916;267,47;90,972;90,933;24,802;25,013;98,98;98,909
2013;1;9;20;7,29;270,3;90,38;24,9;98,99;7,056;6,601;269,927;270,409;90,9;91,603;24,772;24,87;99,011;98,971
2013;1;9;21;7,29;271,05;90,25;24,9;98,95;7,1;6,67;271,007;272,826;90,718;91,629;24,737;24,677;99,008;99,001
2013;1;9;22;7,29;271,04;90,38;24,83;98,89;7,079;6,794;271,441;271,801;90,703;91,393;24,757;24,58;98,93;98,978
2013;1;9;23;7,29;272,36;90,62;24,73;98,82;7,079;6,726;272,924;271,014;90,863;91,082;24,679;24,546;98,847;98,898
2013;1;10;0;7,29;274,69;91,0;24,61;98,75;7,146;6,982;274,218;273,316;91,022;90,735;24,58;24,503;98,764;98,792
2013;1;10;1;7,29;277,22;91,25;24,55;98,69;7,149;6,966;276,578;276,968;91,278;91,153;24,51;24,499;98,721;98,725
2013;1;10;2;7,29;277,89;91,5;24,54;98,67;7,149;6,973;277,785;279,386;91,582;91,219;24,455;24,393;98,699;98,704
2013;1;10;3;7,29;276,69;91,5;24,58;98,68;7,149;6,992;276,445;278,718;91,724;91,364;24,45;24,274;98,701;98,707
2013;1;10;4;7,14;274,64;91,56;24,64;98,73;7,094;7,433;274,046;275,941;91,73;91,367;24,552;24,262;98,711;98,728
2013;1;10;5;7,2;272,99;91,44;24,78;98,79;7,0;7,507;272,724;272,99;91,499;90,966;24,703;24,493;98,773;98,773
2013;1;10;6;7,29;271,78;89,75;25,46;98,84;7,236;7,44;272,028;271,716;89,563;90,171;25,399;25,26;98,852;98,826
2013;1;10;7;7,29;269,53;85,75;26,29;98,87;7,347;7,721;269,469;270,643;86,018;87,489;26,122;25,989;98,886;98,869
2013;1;10;8;7,29;268,23;81,81;27,07;98,88;7,222;7,439;267,78;267,453;82,217;83,56;26,837;26,536;98,887;98,874
2013;1;10;9;7,29;268,36;78,94;27,68;98,86;7,197;7,317;267,908;266,927;79,556;79,706;27,526;27,11;98,872;98,843
2013;1;10;10;7,29;268,39;77,12;28,1;98,82;7,215;7,263;267,913;267,864;76,712;76,695;28,012;27,641;98,825;98,796
2013;1;10;11;7,29;266,73;76,31;28,33;98,76;7,222;7,481;267,052;267,455;75,906;75,229;28,246;28,008;98,765;98,748
2013;1;10;12;7,29;261,6;76,5;28,35;98,69;7,22;7,17;262,399;264,543;75,915;75,231;28,407;28,153;98,711;98,707
2013;1;10;13;7,29;255,99;77,44;28,08;98,63;7,215;7,303;256,307;257,376;76,708;76,366;28,19;28,096;98,674;98,689
2013;1;10;14;7,29;252,32;78,69;27,62;98,59;7,206;7,127;252,327;252,595;78,887;78,263;27,671;27,828;98,675;98,687
2013;1;10;15;7,29;250,18;80,81;27,04;98,6;7,171;7,083;249,764;251,256;81,441;80,998;27,024;27,315;98,69;98,689
2013;1;10;16;7,29;253,18;83,88;26,39;98,66;7,134;7,044;252,733;250,647;84,381;84,682;26,363;26,637;98,704;98,706
2013;1;10;17;6,67;259,55;87,31;25,73;98,74;6,642;6,95;258,948;257,504;88,186;88,214;25,667;25,9;98,713;98,752
2013;1;10;18;6,56;263,71;89,94;25,25;98,81;6,419;6,483;263,066;265,55;90,055;89,257;25,295;25,392;98,818;98,805
2013;1;10;19;6,83;267,45;91,06;25,13;98,85;6,357;5,906;266,844;267,655;90,718;90,186;25,081;25,163;98,867;98,851
2013;1;10;20;7,29;270,49;91,5;25,12;98,88;6,678;6,788;270,059;270,644;91,418;90,954;25,059;25,069;98,885;98,882
2013;1;10;21;7,29;273,23;91,25;25,11;98,87;7,222;6,941;272,562;273,24;91,638;91,402;25,03;24,926;98,894;98,888
2013;1;10;22;7,29;275,38;90,75;25,08;98,81;7,172;7,177;275,2;275,645;91,471;91,526;25,072;24,864;98,848;98,862
2013;1;10;23;7,29;277,48;90,88;24,97;98,77;7,188;6,804;276,81;277,075;91,181;91,352;24,961;24,828;98,77;98,804
2013;1;11;0;7,29;279,9;91,06;24,83;98,73;7,207;7,036;279,967;278,736;91,09;90,923;24,828;24,76;98,726;98,718
2013;1;11;1;7,29;281,75;91,31;24,69;98,7;7,202;7,015;282,3;282,142;91,331;91,213;24,709;24,727;98,695;98,678
2013;1;11;2;7,29;283,25;91,44;24,59;98,71;7,202;6,925;283,561;283,504;91,55;91,211;24,572;24,573;98,701;98,671
2013;1;11;3;7,29;284,83;91,75;24,44;98,75;7,201;7,077;285,299;284,972;91,704;91,315;24,496;24,392;98,733;98,687
2013;1;11;4;7,29;285,98;91,81;24,32;98,82;7,147;7,226;285,343;286,792;91,888;91,329;24,422;24,305;98,782;98,719
2013;1;11;5;6,8;287,87;91,88;24,25;98,87;7,029;7,282;287,448;287,319;91,865;91,036;24,367;24,465;98,854;98,788
2013;1;11;6;6,61;289,46;90,38;24,81;98,9;6,689;7,157;289,369;289,307;89,948;90,364;25,019;25,146;98,915;98,867
2013;1;11;7;7,29;289,08;86,19;25,94;98,92;6,846;6,431;288,641;289,936;86,284;87,304;25,831;25,838;98,938;98,926
2013;1;11;8;7,29;287,37;80,75;27,19;98,91;7,066;7,628;287,09;287,342;81,568;83,504;26,954;26,309;98,926;98,926
2013;1;11;9;7,29;288,09;77,06;28,15;98,88;7,23;7,72;287,159;284,293;77,478;79,785;27,887;26,974;98,894;98,885
2013;1;11;10;7,29;289,01;73,94;28,8;98,85;7,212;6,845;288,419;286,749;74,561;75,721;28,691;27,836;98,835;98,819
2013;1;11;11;7,29;288,37;71,56;29,28;98,81;7,203;7,697;288,407;287,257;72,405;73,206;29,191;28,602;98,785;98,754
2013;1;11;12;7,29;286,3;70,44;29,57;98,76;7,222;6,944;285,126;285,245;71,183;72,003;29,413;29,001;98,755;98,71
2013;1;11;13;7,29;282,75;70,81;29,59;98,72;7,217;7,265;283,289;282,465;70,807;71,554;29,334;29,078;98,716;98,697
2013;1;11;14;7,29;277,7;72,75;29,33;98,7;7,195;7,144;278,691;278,123;72,149;72,331;29,057;28,94;98,698;98,698
2013;1;11;15;7,29;271,37;76,5;28,73;98,71;7,171;6,974;271,207;272,202;75,529;74,708;28,557;28,577;98,71;98,707
2013;1;11;16;6,51;265,25;82,44;27,9;98,77;6,865;7,096;265,505;266,141;81,268;79,838;27,675;27,977;98,748;98,735
2013;1;11;17;5,52;264,89;88,62;26,86;98,84;5,873;6,272;265,096;261,385;87,647;85,81;26,67;27,128;98,826;98,785
2013;1;11;18;5,16;270,09;91,06;26,24;98,92;5,17;4,898;269,294;266,141;90,564;89,264;26,027;26,287;98,9;98,849
2013;1;11;19;4,75;274,06;92,06;26,05;98,98;4,86;5,361;273,079;274,909;91,629;91,495;25,839;25,853;98,973;98,922
2013;1;11;20;4,32;274,14;92,75;25,89;99,03;4,526;4,824;274,298;277,689;92,55;92,528;25,765;25,634;99,026;98,981
2013;1;11;21;4,21;274,15;93,31;25,74;99,04;4,204;4,454;274,204;274,583;93,077;92,722;25,681;25,447;99,038;99,012
2013;1;11;22;4,25;275,91;93,75;25,58;99,01;4,229;4,144;275,021;274,979;93,573;92,761;25,532;25,377;99,024;99,009
2013;1;11;23;4,42;279,76;93,81;25,44;98,94;4,353;4,551;278,963;278,119;93,816;92,822;25,393;25,308;98,957;98,965
2013;1;12;0;4,55;284,63;93,69;25,29;98,89;4,573;4,465;285,381;282,784;93,84;92,827;25,303;25,172;98,879;98,883
2013;1;12;1;4,53;289,87;93,56;25,12;98,89;4,619;4,791;289,334;288,896;93,746;93,478;25,121;25,076;98,85;98,83
2013;1;12;2;4,67;295,24;92,88;25,01;98,91;4,654;4,562;294,435;294,354;93,491;93,544;24,972;24,868;98,871;98,804
2013;1;12;3;5,3;296,98;91,5;25,05;98,95;4,995;4,603;297,193;299,822;92,618;93,478;24,93;24,656;98,919;98,829
2013;1;12;4;5,58;295,45;91,06;24,98;99,0;5,546;5,391;295,033;298,903;91,467;92,876;24,964;24,581;98,981;98,903
2013;1;12;5;5,48;292,83;91,0;24,95;99,04;5,59;5,881;292,473;295,024;90,548;91,36;24,97;24,743;99,05;99,006
2013;1;12;6;5,69;289,75;89,31;25,55;99,08;5,802;5,421;289,903;291,431;88,779;89,241;25,561;25,626;99,098;99,085
2013;1;12;7;5,83;288,12;87,06;26,24;99,11;5,91;6,063;287,27;287,354;86,559;85,006;26,165;26,605;99,125;99,122
2013;1;12;8;6,04;288,48;82,88;27,05;99,12;6,009;6,237;288,525;286,177;82,717;81,481;26,996;27,166;99,134;99,115
2013;1;12;9;6,18;288,96;79,31;27,9;99,12;6,11;5,596;288,419;287,32;79,038;79,708;27,78;27,626;99,116;99,076
2013;1;12;10;6,26;288,12;77,19;28,44;99,08;6,263;6,794;287,159;287,169;76,875;77,547;28,401;28,015;99,071;99,019
2013;1;12;11;6,33;285,46;75,81;28,8;99,04;6,232;5,895;285,126;285,038;75,734;75,596;28,718;28,393;99,012;98,967
2013;1;12;12;6,3;282,4;75,75;28,84;98,96;6,327;6,444;281,838;281,167;75,301;75,079;28,897;28,651;98,954;98,922
2013;1;12;13;6,06;278,9;76,81;28,65;98,88;6,09;6,159;278,694;278,203;75,808;75,987;28,824;28,694;98,888;98,889
2013;1;12;14;5,65;275,0;78,12;28,45;98,82;5,872;5,731;275,5;274,528;78,139;77,902;28,419;28,437;98,836;98,863
2013;1;12;15;4,95;271,18;80,25;28,17;98,83;5,246;5,386;271,589;271,036;80,61;80,89;28,01;27,892;98,821;98,864
2013;1;12;16;4,17;266,02;83,0;27,74;98,88;4,417;4,5;266,379;268,119;83,436;85,028;27,443;27,253;98,863;98,882
2013;1;12;17;3,54;262,01;87,44;26,95;98,97;3,625;3,556;262,279;262,716;87,678;88,623;26,823;26,666;98,95;98,927
2013;1;12;18;3,33;262,86;90,06;26,34;99,05;3,423;3,441;262,475;260,513;89,964;89,485;26,364;26,253;99,032;99,003
2013;1;12;19;3,42;267,12;90,88;26,15;99,11;3,296;3,294;266,541;265,445;90,879;90,518;26,087;26,063;99,102;99,087
2013;1;12;20;3,65;270,86;91,56;26,01;99,16;3,492;3,352;269,814;271,531;91,358;91,422;25,934;25,902;99,154;99,141
2013;1;12;21;3,92;272,63;91,94;25,89;99,16;3,858;3,803;272,562;274,473;91,875;91,816;25,809;25,679;99,168;99,166
2013;1;12;22;4,05;274,42;92,12;25,79;99,12;3,983;4,079;274,255;274,514;92,199;91,955;25,731;25,536;99,136;99,156
2013;1;12;23;4,08;277,26;92,38;25,69;99,05;4,024;4,194;276,578;276,322;92,359;91,986;25,611;25,425;99,052;99,106
2013;1;13;0;4,1;280,99;92,38;25,58;99,0;4,105;4,151;281,891;279,487;92,536;91,86;25,491;25,301;98,996;99,019
2013;1;13;1;4,02;284,63;92,44;25,44;98,98;4,063;4,117;285,336;284,431;92,545;92,371;25,38;25,26;98,953;98,955
2013;1;13;2;3,83;288,43;92,5;25,24;98,98;3,948;4,032;288,676;287,913;92,567;92,402;25,288;25,123;98,957;98,926
2013;1;13;3;3,6;293,39;92,44;25,03;98,99;3,737;3,925;292,995;292,013;92,551;92,399;25,107;24,968;98,988;98,935
2013;1;13;4;3,44;299,94;92,56;24,8;99,03;3,537;3,888;300,3;297,907;92,585;92,238;24,995;24,881;99,026;98,994
2013;1;13;5;3,31;306,28;92,44;24,71;99,07;3,405;3,478;305,414;304,191;92,553;91,699;24,84;24,929;99,082;99,062
2013;1;13;6;3,37;312,09;90,88;25,39;99,12;3,524;3,694;310,781;307,855;90,478;90,814;25,46;25,514;99,13;99,117
2013;1;13;7;3,81;313,59;87,56;26,0;99,13;3,784;3,81;314,038;311,019;87,239;87,158;26,106;26,252;99,162;99,148
2013;1;13;8;4,02;307,65;82,56;26,79;99,1;3,995;4,04;307,768;309,532;83,133;83,442;26,896;26,804;99,141;99,148
2013;1;13;9;3,98;298,73;78,31;27,51;99,06;4,111;4,624;299,66;301,176;79,032;80,604;27,595;27,367;99,082;99,103
2013;1;13;10;4,19;287,35;75,88;28,06;99,01;4,127;4,02;287,653;290,686;76,03;77,119;28,128;27,835;99,005;99,022
2013;1;13;11;4,47;276,42;74,88;28,37;98,95;4,372;4,276;277,23;276,325;74,776;74,44;28,387;28,172;98,945;98,927
2013;1;13;12;4,64;264,88;74,94;28,44;98,9;4,699;4,602;265,313;267,09;74,602;73,638;28,596;28,352;98,89;98,849
2013;1;13;13;4,65;258,65;75,94;28,33;98,88;4,738;4,51;258,504;256,299;75,298;74,652;28,353;28,359;98,852;98,796
2013;1;13;14;4,45;255,55;78,5;27,9;98,87;4,616;4,489;255,255;255,594;77,39;76,843;28,08;28,161;98,842;98,786
2013;1;13;15;3,94;253,65;80,62;27,63;98,88;4,26;4,167;253,704;254,933;80,898;79,964;27,647;27,731;98,874;98,82
2013;1;13;16;3,7;256,08;82,5;27,4;98,91;3,677;3,604;255,781;254,006;83,647;84,755;27,147;27,105;98,914;98,886
2013;1;13;17;2,96;260,59;87,31;26,68;98,98;3,103;3,339;260,199;259,88;87,495;88,732;26,538;26,48;98,974;98,961
2013;1;13;18;2,54;264,36;88,38;26,22;99,05;2,729;3,06;264,019;265,476;89,497;89,359;26,14;26,079;99,05;99,037
2013;1;13;19;2,34;265,2;89,06;26,12;99,09;2,372;2,337;265,112;268,133;89,91;90,161;25,997;25,922;99,109;99,105
2013;1;13;20;2,1;262,95;89,88;26,02;99,12;2,183;2,407;262,704;266,6;89,891;90,674;25,92;25,82;99,136;99,142
2013;1;13;21;2,04;257,4;90,94;25,9;99,09;2,058;2,248;257,886;262,369;90,439;90,679;25,829;25,666;99,124;99,148
2013;1;13;22;1,99;241,32;91,88;25,72;99,02;2,028;2,049;242,506;254,993;91,273;90,765;25,726;25,568;99,054;99,119
2013;1;13;23;2,39;223,67;92,62;25,54;98,94;2,157;2,091;224,325;232,485;92,357;91,011;25,594;25,462;98,959;99,048
2013;1;14;0;3,28;220,36;92,88;25,44;98,89;2,823;2,303;220,292;217,729;92,824;91,29;25,417;25,295;98,889;98,935
2013;1;14;1;4,02;225,24;92,88;25,48;98,88;3,755;3,286;225,096;223,505;92,975;92,229;25,334;25,183;98,857;98,852
2013;1;14;2;4,09;233,24;92,81;25,55;98,9;4,195;4,173;232,797;232,11;93,013;92,632;25,344;24,997;98,87;98,818
2013;1;14;3;3,67;243,82;92,94;25,47;98,98;3,991;4,163;243,188;243,137;92,977;92,828;25,458;24,882;98,93;98,834
2013;1;14;4;3,24;257,34;92,69;25,32;99,06;3,476;3,652;256,798;254,997;92,977;92,673;25,374;24,955;99,024;98,905
2013;1;14;5;3,04;273,25;92,06;25,29;99,11;3,092;3,26;273,08;267,416;92,665;92,046;25,313;25,247;99,108;99,025
2013;1;14;6;2,85;282,17;91,31;25,68;99,14;3,084;3,172;280,942;284,079;90,319;90,869;25,763;26,02;99,167;99,128
2013;1;14;7;3,08;291,56;88,0;26,27;99,13;3,055;3,22;291,2;286,438;88,059;86,75;26,174;26,699;99,175;99,182
2013;1;14;8;3,51;294,05;83,81;26,86;99,11;3,305;3,317;294,372;296,287;83,753;83,279;26,923;27,028;99,142;99,171
2013;1;14;9;4,09;292,84;80,5;27,37;99,09;3,822;3,75;292,333;292,463;80,395;81,142;27,553;27,344;99,092;99,1
2013;1;14;10;4,59;291,89;78,75;27,74;99,08;4,455;4,322;292,32;288,731;78,047;78,472;27,919;27,642;99,049;99,007
2013;1;14;11;4,82;288,23;78,25;27,87;99,05;4,77;4,876;289,088;288,636;77,276;76,742;28,017;27,859;99,017;98,933
2013;1;14;12;4,72;279,34;79,38;27,7;98,99;4,881;4,785;280,177;282,686;77,945;76,8;27,988;27,938;98,98;98,897
2013;1;14;13;4,61;268,06;81,38;27,38;98,96;4,713;4,523;268,993;269,504;80,145;78,413;27,641;27,829;98,931;98,892
2013;1;14;14;4,24;259,81;83,94;26,94;98,95;4,399;4,217;259,608;258,585;83,121;81,125;27,102;27,479;98,917;98,895
2013;1;14;15;3,62;254,11;85,56;26,63;98,97;3,875;3,945;254,175;254,593;85,848;84,91;26,551;26,933;98,955;98,924
2013;1;14;16;3,17;248,3;86,5;26,36;99,01;3,164;3,201;248,769;251,628;87,655;89,115;26,192;26,332;99,008;98,981
2013;1;14;17;2,83;241,31;89,88;25,77;99,07;2,699;2,934;241,495;246,397;89,866;91,326;25,891;25,805;99,071;99,048
2013;1;14;18;2,97;233,55;91,88;25,22;99,15;2,728;2,461;234,542;238,838;91,348;91,155;25,457;25,573;99,14;99,116
2013;1;14;19;3,07;230,27;92,69;25,01;99,21;2,927;2,944;230,816;230,664;92,341;91,51;25,112;25,44;99,208;99,179
