-BEGIN HEADER-
Dataset: NASA_Pandeglang_Hourly.csv
Variabel: WS10M, WD10M, RH2M, T2M, PS
Mode: Best Stacking (XGB + Best DL) per variabel
WS10M | Model: XGB-LSTM [WS10M] | MAE=0.211 RMSE=0.28 sMAPE=6.89% R2=0.981
WD10M | Model: XGB-LSTM [WD10M] | MAE=N/A RMSE=N/A CircularMAE=2.512° R2=N/A
RH2M | Model: XGB-LSTM [RH2M] | MAE=0.505 RMSE=0.664 MAE=0.51 R2=0.974
T2M | Model: XGB-BiLSTM [T2M] | MAE=0.1 RMSE=0.133 sMAPE=0.37% R2=0.969
PS | Model: XGB-BiLSTM [PS] | MAE=0.02 RMSE=0.026 MAE=0.02 R2=0.974

Forecast Summary:
Ringkasan prediksi cuaca untuk periode 01-01-2023 hingga 08-01-2023:

▸ Kecepatan angin (WS10M): rata-rata **0.75 m/s**, kategori **tenang (calm)**, tren menurun menuju akhir periode. Tertinggi **6.47 m/s**, terendah **0.33 m/s**. Puncak pukul **07:00**, terendah pukul **04:00**. Model: **XGB-LSTM [WS10M]** | sMAPE **6.89%** | RMSE **0.28** (akurasi **tinggi**).

▸ Arah angin (WD10M): rata-rata **232.30 derajat**, kategori **dari barat daya**, tren menurun menuju akhir periode. Tertinggi **283.96 derajat**, terendah **220.68 derajat**. Puncak pukul **14:00**, terendah pukul **06:00**. Model: **XGB-LSTM [WD10M]** | CircularMAE **2.512°** | Acc±15° **98.6%** (akurasi **tinggi**).

▸ Kelembaban udara (RH2M): rata-rata **67.83 %**, kategori **nyaman**, tren menurun menuju akhir periode. Tertinggi **83.37 %**, terendah **66.87 %**. Puncak pukul **07:00**, terendah pukul **15:00**. Model: **XGB-LSTM [RH2M]** | MAE **0.51%** | RMSE **0.664** (akurasi **tinggi**).

▸ Suhu udara (T2M): rata-rata **25.24 °C**, kategori **nyaman**, tren menurun menuju akhir periode. Tertinggi **27.57 °C**, terendah **24.60 °C**. Puncak pukul **09:00**, terendah pukul **02:00**. Model: **XGB-BiLSTM [T2M]** | sMAPE **0.37%** | RMSE **0.133** (akurasi **tinggi**).

▸ Tekanan atmosfer (PS): rata-rata **100.32 kPa**, kategori **normal**, tren relatif stabil sepanjang periode. Tertinggi **100.86 kPa**, terendah **100.28 kPa**. Puncak pukul **07:00**, terendah pukul **23:00**. Model: **XGB-BiLSTM [PS]** | MAE **0.02%** | RMSE **0.026** (akurasi **tinggi**).


Rata-rata error keseluruhan: **1.95%** — tingkat akurasi prediksi tergolong **tinggi** (CircularMAE untuk arah angin, MAE/sMAPE untuk variabel lain).

Klasifikasi lokasi: **Very Stable** — kondisi atmosfer sangat konsisten — ideal untuk prediksi energi jangka panjang pada PLTB. Hasil ini dapat digunakan sebagai referensi dalam perencanaan dan optimasi sistem PLTB.

-END HEADER-

YEAR;MO;DY;HR;WS10M;WD10M;RH2M;T2M;PS;XGB_Base_WS10M;XGB_LSTM_WS10M;XGB_Base_WD10M;XGB_LSTM_WD10M;XGB_Base_RH2M;XGB_LSTM_RH2M;XGB_Base_T2M;XGB_BiLSTM_T2M;XGB_Base_PS;XGB_BiLSTM_PS
2019;1;27;16;7,09;302,96;81,0;28,41;100,52;7,188;7,064;302,571;300,837;80,945;80,98;28,394;28,289;100,516;100,53
2019;1;27;17;6,59;301,18;82,94;28,15;100,56;6,852;6,918;301,339;299,039;82,65;82,105;28,154;28,152;100,571;100,57
2019;1;27;18;6,25;300,15;84,56;27,83;100,62;6,399;6,352;300,026;297,885;84,31;83,745;27,899;28,005;100,625;100,638
2019;1;27;19;6,13;298,2;85,06;27,74;100,69;6,111;5,866;298,26;297,627;85,14;85,217;27,775;27,811;100,686;100,703
2019;1;27;20;6,12;297,09;85,19;27,69;100,74;6,033;6,034;296,974;295,395;85,348;85,336;27,705;27,62;100,743;100,755
2019;1;27;21;6,21;296,79;85,0;27,66;100,76;6,118;6,068;296,957;295,175;85,318;85,304;27,647;27,568;100,761;100,789
2019;1;27;22;6,35;297,26;84,62;27,65;100,75;6,249;6,142;297,476;295,288;84,946;85,102;27,623;27,607;100,753;100,787
2019;1;27;23;6,53;299,23;84,44;27,6;100,69;6,438;6,35;298,959;295,953;84,608;84,571;27,575;27,584;100,708;100,74
2019;1;28;0;6,83;301,96;84,62;27,51;100,6;6,663;6,426;301,441;298,261;84,636;84,195;27,486;27,458;100,623;100,655
2019;1;28;1;7,06;304,53;84,81;27,44;100,53;6,953;6,83;304,071;301,379;84,858;84,35;27,426;27,448;100,546;100,571
2019;1;28;2;7,05;306,76;84,94;27,38;100,47;7,12;7,168;306,929;303,558;85,084;84,58;27,367;27,405;100,488;100,498
2019;1;28;3;6,87;308,72;85,0;27,32;100,47;6,996;7,091;308,302;306,116;85,086;84,808;27,322;27,292;100,471;100,475
2019;1;28;4;6,7;310,88;85,06;27,29;100,51;6,782;6,875;311,171;308,661;85,059;84,728;27,278;27,257;100,5;100,493
2019;1;28;5;6,57;313,12;85,25;27,26;100,56;6,583;6,772;312,87;311,274;85,03;84,685;27,284;27,329;100,562;100,555
2019;1;28;6;6,6;315,29;84,81;27,55;100,63;6,536;6,689;315,144;313,63;84,899;84,478;27,476;27,475;100,625;100,639
2019;1;28;7;6,89;316,7;83,38;27,9;100,7;6,705;6,64;316,818;315,628;83,423;83,906;27,854;27,683;100,698;100,7
2019;1;28;8;7,12;316,6;81,81;28,18;100,75;7,012;6,983;316,818;316,072;82,064;82,114;28,157;28,014;100,748;100,736
2019;1;28;9;7,25;315,87;80,44;28,45;100,77;7,211;7,325;315,53;314,353;80,521;80,265;28,391;28,37;100,761;100,746
2019;1;28;10;7,22;315,04;79,62;28,65;100,76;7,259;7,173;315,53;312,915;79,505;79,196;28,628;28,599;100,747;100,727
2019;1;28;11;7,18;313,81;79,12;28,8;100,73;7,194;7,126;313,661;311,654;78,972;78,529;28,802;28,735;100,705;100,683
2019;1;28;12;7,17;311,29;79,0;28,87;100,68;7,139;6,935;311,369;309,813;78,786;78,657;28,879;28,84;100,662;100,636
2019;1;28;13;7,12;307,96;79,19;28,9;100,62;7,119;6,956;308,004;306,244;79,287;78,728;28,915;28,887;100,612;100,6
2019;1;28;14;7,13;304,73;79,56;28,89;100,58;7,107;7,004;304,109;302,521;79,477;79,43;28,878;28,834;100,566;100,574
2019;1;28;15;7,1;302,1;80,12;28,8;100,56;7,067;6,913;301,591;299,852;80,138;80,328;28,774;28,69;100,559;100,56
2019;1;28;16;7,02;299,99;81,31;28,58;100,56;7,044;7,029;300,082;297,963;81,079;81,188;28,617;28,512;100,565;100,574
2019;1;28;17;6,64;298,13;83,38;28,28;100,6;6,834;6,901;298,26;296,489;82,964;82,404;28,329;28,323;100,607;100,609
2019;1;28;18;6,13;296,99;85,31;27,9;100,66;6,378;6,6;296,974;295,121;84,869;84,258;27,988;28,111;100,662;100,655
2019;1;28;19;5,79;296,08;85,75;27,8;100,72;5,928;5,964;295,342;294,742;85,742;85,704;27,825;27,877;100,725;100,714
2019;1;28;20;5,52;296,82;86,0;27,74;100,76;5,532;5,611;296,957;294,16;86,115;86,185;27,743;27,666;100,774;100,773
2019;1;28;21;5,3;298,64;86,31;27,69;100,79;5,287;5,567;298,947;295,975;86,287;85,791;27,688;27,618;100,793;100,802
2019;1;28;22;5,17;302,27;86,81;27,62;100,79;5,148;5,273;302,221;298,071;86,623;86,195;27,611;27,669;100,784;100,792
2019;1;28;23;5,21;306,72;87,69;27,51;100,74;5,179;5,155;306,899;302,184;87,243;86,538;27,53;27,626;100,751;100,758
2019;1;29;0;5,39;310,89;88,69;27,4;100,68;5,268;5,194;310,511;306,51;88,152;87,319;27,388;27,429;100,676;100,693
2019;1;29;1;5,5;314,48;89,31;27,3;100,61;5,417;5,484;314,226;311,519;89,003;88,383;27,305;27,346;100,615;100,627
2019;1;29;2;5,49;319,21;89,5;27,23;100,56;5,575;5,661;318,671;314,614;89,533;88,927;27,24;27,284;100,566;100,583
2019;1;29;3;5,45;325,4;89,44;27,17;100,55;5,521;5,54;324,899;321,07;89,601;89,023;27,158;27,177;100,552;100,572
2019;1;29;4;5,51;332,67;89,12;27,14;100,58;5,485;5,495;331,264;328,883;89,3;88,731;27,126;27,146;100,568;100,59
2019;1;29;5;5,79;339,05;88,62;27,15;100,62;5,628;5,605;337,994;335,596;88,709;88,126;27,14;27,23;100,627;100,643
2019;1;29;6;6,3;343,81;87,94;27,37;100,69;6,039;5,899;343,53;340,291;87,862;87,416;27,322;27,399;100,682;100,713
2019;1;29;7;6,99;347,21;86,62;27,62;100,76;6,63;6,516;346,571;343,287;86,49;86,23;27,648;27,641;100,747;100,768
2019;1;29;8;7,45;347,39;85,5;27,77;100,8;7,261;7,23;346,571;345,197;85,208;84,945;27,827;27,92;100,803;100,807
2019;1;29;9;7,69;345,47;84,31;27,97;100,79;7,616;7,734;346,115;343,159;84,204;83,578;28,001;28,131;100,799;100,823
2019;1;29;10;7,6;342,83;82,88;28,17;100,75;7,725;7,626;341,922;340,549;83,131;83,122;28,136;28,193;100,75;100,79
2019;1;29;11;7,26;340,24;81,0;28,4;100,69;7,517;7,513;339,295;337,952;81,597;81,851;28,318;28,235;100,679;100,712
2019;1;29;12;6,87;337,55;78,94;28,67;100,62;7,06;7,003;337,321;335,74;79,864;80,109;28,585;28,374;100,622;100,625
2019;1;29;13;6,5;333,59;77,38;28,9;100,58;6,628;6,529;334,144;333,496;78,262;78,205;28,741;28,575;100,563;100,558
2019;1;29;14;6,08;329,15;76,5;29,02;100,54;6,2;6,306;330,031;328,517;76,985;76,785;28,919;28,78;100,528;100,522
2019;1;29;15;5,56;325,01;76,0;29,06;100,52;5,797;5,933;325,257;323,902;76,543;76,709;28,955;28,883;100,518;100,527
2019;1;29;16;5,06;322,53;76,25;29,01;100,54;5,268;5,434;322,512;319,997;76,727;76,97;28,914;28,815;100,545;100,549
2019;1;29;17;4,5;320,28;78,06;28,8;100,59;4,746;4,922;320,267;318,981;78,383;77,58;28,741;28,657;100,591;100,58
2019;1;29;18;4,21;318,31;80,25;28,44;100,66;4,237;4,445;318,05;316,984;80,349;79,529;28,536;28,52;100,656;100,636
2019;1;29;19;4,19;315,83;81,0;28,3;100,73;4,085;4,006;315,522;315,571;81,139;81,803;28,349;28,359;100,726;100,708
2019;1;29;20;4,26;312,55;81,62;28,21;100,8;4,157;4,222;313,325;312,836;81,65;82,171;28,189;28,137;100,787;100,772
2019;1;29;21;4,35;309,38;82,25;28,11;100,84;4,311;4,407;309,151;309,108;82,192;82,095;28,118;28,017;100,827;100,813
2019;1;29;22;4,46;309,18;82,69;28,02;100,85;4,443;4,439;308,937;305,948;82,68;82,861;28,029;28,016;100,837;100,829
2019;1;29;23;4,68;312,02;83,12;27,94;100,82;4,569;4,577;312,028;307,55;83,141;83,266;27,916;27,948;100,819;100,807
2019;1;30;0;4,91;315,39;83,62;27,83;100,77;4,827;4,712;314,933;311,655;83,694;83,6;27,799;27,776;100,756;100,744
2019;1;30;1;5,1;318,42;84,12;27,73;100,73;5,051;5,098;318,151;316,147;83,901;83,956;27,752;27,741;100,711;100,689
2019;1;30;2;5,24;320,33;84,38;27,67;100,7;5,271;5,26;320,061;318,578;84,425;84,249;27,673;27,706;100,687;100,657
2019;1;30;3;5,27;321,69;84,56;27,59;100,69;5,314;5,382;322,22;320,248;84,487;84,586;27,59;27,583;100,683;100,667
2019;1;30;4;5,19;320,25;84,62;27,52;100,71;5,286;5,501;320,289;322,0;84,647;84,448;27,541;27,535;100,702;100,702
2019;1;30;5;5,08;317,93;84,75;27,44;100,77;5,176;5,404;318,072;318,421;84,708;84,232;27,505;27,589;100,759;100,75
2019;1;30;6;4,92;316,86;84,31;27,73;100,84;4,994;5,262;316,818;315,864;84,518;83,87;27,606;27,693;100,827;100,811
2019;1;30;7;5,02;316,39;82,69;28,05;100,92;4,974;5,134;316,818;315,56;83,077;83,35;27,98;27,866;100,901;100,882
2019;1;30;8;4,93;315,77;81,69;28,18;100,96;4,949;5,032;315,544;314,794;81,611;81,377;28,244;28,207;100,955;100,937
2019;1;30;9;4,91;315,39;80,81;28,3;100,95;5,014;5,233;315,53;313,435;80,475;79,701;28,367;28,58;100,957;100,96
2019;1;30;10;4,86;315,65;80,12;28,4;100,91;4,895;4,763;315,53;312,751;80,001;79,791;28,409;28,675;100,899;100,93
2019;1;30;11;4,76;314,87;78,88;28,55;100,85;4,858;4,868;314,823;312,955;79,195;78,935;28,556;28,585;100,843;100,854
2019;1;30;12;4,64;313,7;78,0;28,65;100,78;4,69;4,723;313,068;310,957;78,166;78,299;28,652;28,56;100,775;100,776
2019;1;30;13;4,6;311,0;77,38;28,69;100,72;4,589;4,481;311,354;309,576;77,506;77,166;28,694;28,644;100,709;100,72
2019;1;30;14;4,58;306,4;77,31;28,68;100,67;4,538;4,522;306,886;305,799;77,468;77,401;28,681;28,697;100,668;100,687
2019;1;30;15;4,57;300,64;77,94;28,58;100,65;4,556;4,554;300,389;300,389;77,876;77,668;28,588;28,602;100,649;100,677
2019;1;30;16;4,61;293,05;78,88;28,46;100,68;4,568;4,521;293,598;294,898;78,889;78,9;28,455;28,404;100,675;100,686
2019;1;30;17;4,59;285,91;80,81;28,22;100,73;4,589;4,597;286,752;287,093;80,761;80,648;28,213;28,194;100,733;100,722
2019;1;30;18;4,57;279,95;82,56;27,9;100,79;4,569;4,654;280,097;281,328;82,549;82,143;27,976;28,042;100,792;100,79
2019;1;30;19;4,7;274,68;83,12;27,82;100,86;4,641;4,593;275,418;276,815;83,106;83,677;27,838;27,89;100,857;100,859
2019;1;30;20;4,85;270,28;83,69;27,73;100,91;4,773;4,734;271,83;272,284;83,728;83,656;27,767;27,702;100,908;100,905
2019;1;30;21;5,05;266,99;84,19;27,65;100,94;4,952;5,024;267,694;268,439;84,114;83,799;27,681;27,624;100,941;100,934
2019;1;30;22;5,26;266,0;84,44;27,58;100,95;5,161;5,129;265,534;265,828;84,461;84,433;27,578;27,613;100,944;100,934
2019;1;30;23;5,45;266,63;84,56;27,48;100,92;5,377;5,372;266,244;266,36;84,701;84,602;27,532;27,524;100,912;100,901
2019;1;31;0;5,56;266,62;84,62;27,39;100,87;5,562;5,521;266,332;267,601;84,905;84,642;27,373;27,34;100,863;100,844
2019;1;31;1;5,55;266,05;84,75;27,3;100,82;5,645;5,668;265,636;266,418;84,982;84,585;27,317;27,295;100,81;100,793
2019;1;31;2;5,39;265,09;84,75;27,23;100,78;5,554;5,659;264,814;265,359;84,948;84,511;27,255;27,26;100,775;100,759
2019;1;31;3;5,16;264,62;84,62;27,17;100,78;5,238;5,448;264,519;264,377;84,829;84,625;27,165;27,16;100,769;100,755
2019;1;31;4;4,84;266,67;84,5;27,12;100,79;4,933;5,19;266,037;265,045;84,597;84,374;27,132;27,122;100,794;100,778
2019;1;31;5;4,47;271,7;84,38;27,09;100,83;4,575;4,934;269,342;269,458;84,52;83,925;27,12;27,195;100,834;100,829
2019;1;31;6;4,11;280,3;84,0;27,39;100,88;4,21;4,499;279,383;276,292;84,111;83,557;27,319;27,34;100,887;100,882
2019;1;31;7;4,21;290,52;82,12;27,76;100,94;4,114;4,119;289,304;285,996;82,375;82,779;27,721;27,552;100,942;100,925
2019;1;31;8;4,34;299,89;81,44;27,95;100,98;4,172;4,086;299,43;295,593;81,056;81,066;28,0;27,888;100,983;100,954
2019;1;31;9;4,64;305,19;81,19;28,06;100,98;4,483;4,607;304,691;302,812;80,391;79,323;28,136;28,254;100,977;100,962
2019;1;31;10;4,78;304,13;81,12;28,11;100,95;4,713;4,629;304,118;304,743;80,642;80,502;28,192;28,4;100,942;100,936
2019;1;31;11;4,63;301,28;81,06;28,1;100,9;4,793;4,992;301,598;299,578;80,914;80,391;28,156;28,341;100,886;100,876
2019;1;31;12;4,4;299,93;80,69;28,09;100,83;4,574;4,716;300,034;296,681;80,937;80,458;28,102;28,249;100,822;100,807
2019;1;31;13;4,07;299,32;80,38;28,05;100,79;4,21;4,212;299,118;296,436;80,788;80,841;28,036;28,16;100,767;100,753
2019;1;31;14;3,72;297,64;80,06;28,01;100,74;3,859;4,072;297,49;295,94;80,414;80,17;27,984;28,06;100,729;100,721
2019;1;31;15;3,34;294,77;80,0;27,92;100,71;3,46;3,634;294,603;293,591;80,268;80,68;27,916;27,93;100,708;100,725
2019;1;31;16;2,97;292,92;80,38;27,8;100,72;3,121;3,3;293,375;290,468;80,584;80,707;27,802;27,779;100,721;100,74
2019;1;31;17;2,72;290,88;81,38;27,6;100,75;2,775;2,994;291,269;289,828;81,642;81,116;27,624;27,642;100,759;100,762
2019;1;31;18;2,53;288,32;83,5;27,31;100,8;2,542;2,691;288,416;287,897;82,95;82,275;27,412;27,532;100,812;100,809
2019;1;31;19;2,42;287,09;83,62;27,24;100,84;2,415;2,62;286,851;285,514;83,818;83,479;27,301;27,41;100,859;100,865
2019;1;31;20;2,25;289,25;83,31;27,22;100,88;2,311;2,513;288,488;285,571;83,795;84,763;27,189;27,252;100,892;100,908
2019;1;31;21;2,1;293,7;82,94;27,21;100,89;2,175;2,402;292,606;289,762;83,33;83,323;27,186;27,183;100,902;100,923
2019;1;31;22;2,05;297,93;82,75;27,15;100,87;2,149;2,164;297,294;294,901;82,945;83,187;27,151;27,213;100,873;100,913
2019;1;31;23;2,2;302,5;83,0;27,04;100,81;2,14;2,079;302,219;298,146;83,052;82,717;27,092;27,192;100,816;100,869
2019;2;1;0;2,45;306,07;83,5;26,93;100,73;2,364;2,207;305,285;302,152;83,485;82,858;26,943;27,018;100,746;100,783
2019;2;1;1;2,74;308,86;84,06;26,83;100,67;2,672;2,514;308,302;308,607;83,815;83,639;26,846;27,014;100,676;100,719
2019;2;1;2;2,97;309,88;84,69;26,73;100,64;2,912;2,809;309,462;307,021;84,491;83,83;26,758;26,892;100,635;100,652
2019;2;1;3;3,14;309,44;85,25;26,67;100,63;3,159;3,157;310,122;309,079;84,985;84,202;26,682;26,739;100,629;100,635
2019;2;1;4;3,22;310,18;85,75;26,64;100,66;3,291;3,324;310,122;307,244;85,404;85,331;26,653;26,676;100,66;100,666
2019;2;1;5;3,24;313,15;85,94;26,66;100,72;3,306;3,426;312,87;309,186;85,794;85,28;26,655;26,754;100,718;100,713
2019;2;1;6;3,24;315,39;85,75;26,98;100,78;3,274;3,421;315,144;313,624;85,757;85,566;26,902;26,945;100,778;100,773
2019;2;1;7;3,44;316,75;84,0;27,33;100,85;3,362;3,374;316,818;314,951;84,349;84,873;27,297;27,218;100,843;100,832
2019;2;1;8;3,57;318,01;83,0;27,59;100,89;3,496;3,492;318,072;315,486;82,811;83,059;27,601;27,573;100,89;100,865
2019;2;1;9;3,72;318,07;82,5;27,8;100,89;3,714;3,806;318,058;316,36;81,981;81,361;27,803;27,881;100,898;100,871
2019;2;1;10;3,99;314,37;82,0;28,0;100,86;3,859;3,79;314,823;315,013;81,829;81,519;27,993;28,026;100,855;100,843
2019;2;1;11;4,26;308,97;81,62;28,1;100,81;4,131;3,967;309,16;308,506;81,656;81,409;28,12;28,074;100,797;100,783
2019;2;1;12;4,41;303,89;81,44;28,14;100,75;4,395;4,314;304,297;302,505;81,297;80,913;28,178;28,145;100,739;100,719
2019;2;1;13;4,44;299,04;81,25;28,15;100,7;4,488;4,421;299,309;298,13;81,434;81,018;28,145;28,195;100,681;100,672
2019;2;1;14;4,45;294,23;81,44;28,1;100,66;4,493;4,35;294,17;293,73;81,437;81,238;28,092;28,148;100,648;100,647
2019;2;1;15;4,45;290,44;81,88;28,02;100,63;4,437;4,3;290,737;289,333;81,864;81,466;28,005;28,021;100,635;100,646
2019;2;1;16;4,22;286,99;82,25;27,9;100,63;4,349;4,328;287,444;286,572;82,5;82,582;27,871;27,844;100,638;100,663
2019;2;1;17;3,8;282,95;83,0;27,74;100,68;4,022;4,226;283,014;283,661;83,193;83,142;27,698;27,681;100,671;100,687
2019;2;1;18;3,38;279,05;84,25;27,54;100,75;3,486;3,731;279,144;279,802;84,056;83,51;27,521;27,588;100,749;100,727
2019;2;1;19;3,22;273,06;84,12;27,49;100,81;3,201;3,228;274,327;276,636;84,428;84,53;27,474;27,535;100,815;100,797
2019;2;1;20;3,12;267,27;84,0;27,44;100,86;3,055;3,05;268,133;269,54;84,452;84,476;27,439;27,479;100,868;100,864
2019;2;1;21;2,96;262,11;83,69;27,41;100,89;3,021;3,163;262,119;264,359;84,071;83,897;27,389;27,446;100,89;100,893
2019;2;1;22;2,73;258,11;83,56;27,35;100,89;2,841;3,036;258,612;260,162;83,779;83,903;27,343;27,42;100,888;100,887
2019;2;1;23;2,51;253,71;83,62;27,27;100,83;2,626;2,747;253,648;257,224;83,835;83,582;27,27;27,343;100,838;100,855
2019;2;2;0;2,39;242,93;83,94;27,14;100,75;2,402;2,467;243,352;252,819;84,0;83,726;27,147;27,179;100,763;100,791
2019;2;2;1;2,47;231,43;84,62;26,98;100,67;2,415;2,357;232,422;236,466;84,205;83,921;27,017;27,142;100,688;100,716
2019;2;2;2;2,55;235,24;85,19;26,85;100,63;2,492;2,383;235,181;225,45;84,985;84,457;26,889;27,058;100,632;100,652
2019;2;2;3;2,67;252,79;85,62;26,76;100,64;2,622;2,681;251,719;240,743;85,393;85,318;26,786;26,867;100,621;100,631
2019;2;2;4;2,76;265,29;85,81;26,71;100,65;2,743;2,736;264,435;264,827;85,724;85,547;26,713;26,75;100,659;100,664
2019;2;2;5;2,84;277,11;85,69;26,69;100,69;2,878;2,877;273,841;273,881;85,698;85,561;26,699;26,801;100,702;100,735
2019;2;2;6;3,03;290,21;85,12;27,03;100,75;2,988;2,95;289,279;284,39;85,329;85,097;26,935;26,981;100,75;100,789
2019;2;2;7;3,2;299,88;82,94;27,41;100,83;3,176;3,057;298,86;297,016;83,371;84,162;27,382;27,249;100,82;100,824
2019;2;2;8;3,11;305,81;81,75;27,67;100,88;3,263;3,355;304,953;303,231;81,534;81,87;27,661;27,642;100,872;100,857
2019;2;2;9;3,09;308,95;80,81;27,89;100,88;3,202;3,302;308,288;306,589;80,433;79,756;27,89;28,014;100,884;100,879
2019;2;2;10;3,14;307,72;80,25;28,05;100,87;3,09;2,964;307,359;307,609;80,025;80,006;28,077;28,175;100,861;100,862
2019;2;2;11;3,14;303,93;79,81;28,15;100,81;3,169;3,125;303,638;303,022;79,71;79,324;28,179;28,188;100,807;100,798
2019;2;2;12;3,11;299,14;79,38;28,21;100,75;3,162;3,207;299,324;298,259;79,246;79,391;28,247;28,195;100,739;100,738
2019;2;2;13;3,05;294,86;79,12;28,22;100,68;3,108;3,072;294,809;293,263;79,376;79,253;28,204;28,212;100,676;100,682
2019;2;2;14;2,87;292,03;78,75;28,22;100,62;2,963;3,013;292,192;289,648;79,234;79,028;28,214;28,19;100,627;100,644
2019;2;2;15;2,54;288,99;78,31;28,18;100,59;2,741;2,876;289,315;287,874;78,955;79,385;28,14;28,094;100,598;100,625
2019;2;2;16;2,39;281,31;78,31;28,11;100,6;2,379;2,507;281,237;284,832;78,908;79,011;28,042;27,96;100,604;100,624
2019;2;2;17;2,4;271,31;79,19;27,98;100,64;2,297;2,157;272,762;275,064;79,758;78,993;27,925;27,844;100,646;100,652
2019;2;2;18;2,35;261,38;81,5;27,71;100,7;2,3;2,273;263,213;264,274;81,153;80,01;27,744;27,782;100,706;100,709
2019;2;2;19;2,39;251,33;82,06;27,62;100,77;2,364;2,417;251,636;255,794;81,962;81,871;27,656;27,723;100,767;100,771
2019;2;2;20;2,47;242,06;82,38;27,57;100,83;2,429;2,351;242,486;245,898;82,511;83,254;27,564;27,585;100,827;100,822
2019;2;2;21;2,51;234,13;82,69;27,52;100,86;2,523;2,492;234,981;237,726;82,686;82,704;27,523;27,476;100,858;100,855
2019;2;2;22;2,25;224,16;82,44;27,48;100,87;2,383;2,585;224,811;231,15;82,839;83,026;27,467;27,453;100,867;100,86
2019;2;2;23;1,89;211,65;82,0;27,43;100,84;2,103;2,361;212,65;220,039;82,711;83,069;27,4;27,403;100,841;100,825
2019;2;3;0;1,75;203,7;82,12;27,33;100,77;1,721;1,764;207,141;207,89;82,317;82,3;27,301;27,275;100,768;100,759
2019;2;3;1;1,63;197,57;82,19;27,26;100,72;1,645;1,564;197,386;202,145;82,187;82,121;27,243;27,266;100,715;100,706
2019;2;3;2;1,52;194,89;82,0;27,22;100,68;1,565;1,628;195,433;196,084;82,196;82,389;27,193;27,22;100,68;100,659
2019;2;3;3;1,32;197,58;81,62;27,22;100,68;1,495;1,58;197,918;195,279;82,007;82,242;27,145;27,113;100,675;100,655
2019;2;3;4;1,02;221,27;81,12;27,22;100,73;1,217;1,448;217,511;201,243;81,26;81,696;27,185;27,112;100,715;100,689
2019;2;3;5;1,07;258,61;81,19;27,18;100,82;1,01;1,196;256,733;236,071;80,878;80,736;27,211;27,26;100,792;100,754
2019;2;3;6;1,23;274,01;81,19;27,37;100,89;1,134;1,055;270,711;279,11;80,862;80,138;27,344;27,474;100,875;100,849
2019;2;3;7;1,28;273,49;79,94;27,66;100,96;1,347;1,408;271,622;283,18;80,1;80,392;27,648;27,665;100,947;100,946
2019;2;3;8;1,33;267,31;79,0;27,93;100,99;1,451;1,565;268,882;271,691;78,946;79,115;27,932;27,868;100,997;100,992
2019;2;3;9;1,5;261,03;77,75;28,23;100,97;1,503;1,437;261,317;262,587;77,77;77,789;28,18;28,12;100,983;100,989
2019;2;3;10;1,78;258,84;76,69;28,51;100,94;1,642;1,558;258,422;257,263;76,92;77,08;28,441;28,345;100,933;100,945
2019;2;3;11;2,12;258,11;76,44;28,7;100,88;1,979;1,888;258,47;257,92;76,206;75,87;28,68;28,546;100,865;100,87
2019;2;3;12;2,53;256,44;76,69;28,78;100,81;2,41;2,243;256,177;257,209;76,069;75,694;28,798;28,744;100,803;100,805
2019;2;3;13;2,92;255,11;77,25;28,76;100,74;2,809;2,618;255,029;254,714;76,883;76,654;28,8;28,85;100,738;100,756
2019;2;3;14;3,24;253,62;77,69;28,69;100,69;3,137;3,03;253,305;253,726;77,519;77,636;28,717;28,786;100,686;100,716
2019;2;3;15;3,48;251,12;78,44;28,55;100,66;3,475;3,33;251,437;252,142;78,516;78,633;28,563;28,567;100,664;100,695
2019;2;3;16;3,54;244,11;79,44;28,34;100,68;3,61;3,508;243,737;249,095;79,486;79,536;28,362;28,296;100,677;100,702
2019;2;3;17;3,47;234,7;81,19;28,05;100,73;3,549;3,6;235,488;238,661;81,119;80,89;28,087;28,063;100,722;100,733
2019;2;3;18;3,22;225,88;83,88;27,66;100,8;3,347;3,459;226,083;228,191;83,132;82,278;27,759;27,883;100,796;100,793
2019;2;3;19;3,17;217,69;84,44;27,53;100,87;3,156;3,203;218,079;220,54;84,291;84,299;27,607;27,695;100,864;100,865
2019;2;3;20;3,1;212,13;84,75;27,42;100,94;3,038;2,972;212,377;213,503;84,871;85,405;27,453;27,467;100,928;100,923
2019;2;3;21;3,1;209,08;85,31;27,3;100,96;3,101;3,14;210,527;210,163;85,188;84,786;27,336;27,345;100,96;100,956
2019;2;3;22;2,95;209,01;85,75;27,19;100,97;3,016;3,068;209,017;209,038;85,604;85,278;27,211;27,31;100,964;100,963
2019;2;3;23;2,63;215,58;86,06;27,01;100,93;2,801;2,972;213,514;210,935;85,944;85,706;27,087;27,198;100,929;100,924
2019;2;4;0;2,48;227,56;86,38;26,83;100,88;2,525;2,558;227,031;221,642;86,365;85,944;26,882;26,954;100,873;100,857
2019;2;4;1;2,44;235,19;86,88;26,67;100,82;2,379;2,247;234,593;235,604;86,71;86,254;26,718;26,808;100,814;100,804
2019;2;4;2;2,36;236,89;86,94;26,58;100,79;2,337;2,308;236,103;240,555;87,029;86,385;26,612;26,654;100,781;100,771
2019;2;4;3;2,24;235,92;86,62;26,54;100,78;2,297;2,38;236,247;237,999;86,962;86,784;26,532;26,486;100,773;100,767
